REMOVE THIS COLUMN (KEEP THIS ROW),node_id,url_alias,title,langcode,uuid,uid,changed,created,field_description,field_extent,file
LABEL (REMOVE THIS ROW),Node ID,URL alias,Title,Drupal language code,UUID,User ID,Changed,Created,Description,Extent,
NUMBER OF VALUES ALLOWED (REMOVE THIS ROW),1,1,1,1,1,1,1,1,1,unlimited,
,2969,/group/james-merrill-linn-bucknellian-war/may-29-1862,"May 29, 1862",en,00f5d112-ee3e-41c0-872d-c25ddf6c020e,9,2026-03-02T02:04:29+00:00,2026-01-28T03:08:10+00:00,,,1862-05-29_0_0_0_0_0_0_0_0_0_0_0_1.xml
,2970,/group/james-merrill-linn-bucknellian-war/may-30-1862,"May 30, 1862",en,b84c12d1-8fee-41fd-92a5-4eef274f2ff0,9,2026-03-02T01:53:38+00:00,2026-01-28T03:09:03+00:00,,,1862-05-30_0_0_0_0_0_1_0_0.xml
,2986,/group/james-merrill-linn-bucknellian-war/june-23-1862,"June 23, 1862",en,2b9cdb32-8748-4033-8ca2-c7f397a2384e,9,2026-03-11T20:54:38+00:00,2026-01-28T03:22:27+00:00,,,1862-06-23_0_0_0_0_0.xml
,2985,/group/james-merrill-linn-bucknellian-war/june-22-1862,"June 22, 1862",en,a9806d5b-2020-4071-b759-16813ecb8b88,9,2026-03-11T21:21:10+00:00,2026-01-28T03:21:36+00:00,,,1862-06-22_0_0_0_0_0_0_0.xml
,2984,/group/james-merrill-linn-bucknellian-war/june-21-1862,"June 21, 1862",en,afeb1927-7e06-483a-adeb-329ca727bf63,9,2026-03-11T21:18:28+00:00,2026-01-28T03:20:46+00:00,,,1862-06-21_0_1_0_0_0_0.xml
,2983,/group/james-merrill-linn-bucknellian-war/june-13-1862,"June 13, 1862",en,efca6fcb-96f3-4a82-ba4c-a84025a1be5a,9,2026-03-02T16:17:29+00:00,2026-01-28T03:19:58+00:00,,,1862-06-13_0_0_0_0.xml
,2881,/group/james-merrill-linn-bucknellian-war/january-19-1862,"January 19, 1862",en,5e0d4d8c-d8f2-4dd9-b04f-e886bb6ed25a,9,2026-03-04T16:18:11+00:00,2026-01-28T01:47:02+00:00,,,1862-01-19_0_0_0_0_0_0_0.xml
,2880,/group/james-merrill-linn-bucknellian-war/january-18-1862,"January 18, 1862",en,0d30ad9e-02cc-4284-ae14-be7086eb7064,9,2026-03-04T16:16:34+00:00,2026-01-28T01:46:11+00:00,,,1862-01-18_0_0_0_0_0_0_0_0_0.xml
,2879,/group/james-merrill-linn-bucknellian-war/january-16-1862,"January 16, 1862",en,44f7b981-2dee-4835-a8f8-b815f7950727,9,2026-03-04T16:46:20+00:00,2026-01-28T01:45:17+00:00,,,1862-01-16_0_0_0_0_0_0_0_0_0_0_0_0.xml
,2982,/group/james-merrill-linn-bucknellian-war/june-12-1862,"June 12, 1862",en,be8026db-3ba3-47b3-819f-2388d7eb6694,9,2026-03-11T21:10:13+00:00,2026-01-28T03:19:08+00:00,,,1862-06-12_0_0_0_0_0_0_0_0_0.xml
,2981,/group/james-merrill-linn-bucknellian-war/june-11-1862,"June 11, 1862",en,b5515beb-ec3a-4d9a-8ab2-a3a8824a202d,9,2026-03-11T20:56:22+00:00,2026-01-28T03:18:23+00:00,,,1862-06-11_0_0_0_0_0_0_0.xml
