element,key,ref,type,tagged_content,date,source_file
"orgName","","","","Jersey Blue","","1862-05-27.xml"
"placeName","Cape Hatteras","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnp0l13","","Hatteras","","1862-05-27.xml"
"persName","Edward Stanly","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper027","","Gov. Stanley.","","1862-05-27.xml"
"objectName","","","ship","Cossack","","1862-05-27.xml"
"placeName","Washington N.C","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl090","","Washington N.C.","","1862-05-27.xml"
"placeName","Martinsburg","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl051","","Martinsburg.","","1862-05-27.xml"
"placeName","Richmond, Virginia","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl075","","Richmond,","","1862-05-27.xml"
"placeName","New Orleans","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl060","","New Orleans","","1862-05-27.xml"
"placeName","Tuscaloosa","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl085","","Tuscaloosa","","1862-05-27.xml"
"placeName","New Orleans","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl060","","New Orleans","","1862-05-27.xml"
"placeName","Tuscaloosa","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl085","","Tuscaloosa","","1862-05-27.xml"
"placeName","Salisbury","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl077","","Salisbury, N.C.","","1862-05-27.xml"
"persName","Col. Corcoran","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper197","","Col. Corcoran","","1862-05-27.xml"
"placeName","Washington N.C","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl090","","Washington N.C.","","1862-05-27.xml"
"persName","Col. Pollack","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper198","","Capt. Pollack","","1862-05-27.xml"
