element,key,ref,type,tagged_content,date,source_file
"name","","","weather","Very hot","","1862-05-18.xml"
"persName","James Christie","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper199","","Christy","","1862-05-18.xml"
"persName","Charles Stewart","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper117","","Stewart","","1862-05-18.xml"
"persName","James Christie","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper199","","Christy","","1862-05-18.xml"
"persName","A.F.C. Phillips","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper009","","Phillips","","1862-05-18.xml"
"placeName","Camden","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl008","","Camden.","","1862-05-18.xml"
