element,key,ref,type,tagged_content,date,source_file
"name","","","weather","raining","1862-06-07","1862-06-07.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","city","New Bern","1862-06-07","1862-06-07.xml"
"persName","Grossonfer","","soldier","Grossonfer","1862-06-07","1862-06-07.xml"
"objectName","","","equipment","oars","1862-06-07","1862-06-07.xml"
"objectName","","","equipment","blocks","1862-06-07","1862-06-07.xml"
"name","","","weather","wind","1862-06-07","1862-06-07.xml"
"persName","Lt Wright","","Lieutenant","Lt Wright","1862-06-07","1862-06-07.xml"
"persName","Goodridge","","private","Goodridge","1862-06-07","1862-06-07.xml"
"orgName","","","military","57 N.Y.","1862-06-07","1862-06-07.xml"
"objectName","","","food","rotten hay","1862-06-07","1862-06-07.xml"
"objectName","","","food","oats","1862-06-07","1862-06-07.xml"
"persName","Lt Morris","","Lieutenant","Lt. Morris","1862-06-07","1862-06-07.xml"
"objectName","","","vehicle","schooner","1862-06-07","1862-06-07.xml"
"placeName","New York","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl061","city","New York","1862-06-07","1862-06-07.xml"
"objectName","","","food","hay","1862-06-07","1862-06-07.xml"
"placeName","Cape Hatteras","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnp0l13","city","Hatteras","1862-06-07","1862-06-07.xml"
"objectName","","","food","hay","1862-06-07","1862-06-07.xml"
"objectName","","","equipment","smuggled goods","1862-06-07","1862-06-07.xml"
"name","","","weather","rained","1862-06-07","1862-06-07.xml"
"orgName","","","military","H com.","1862-06-07","1862-06-07.xml"
"persName","Dick","","private","Dick","1862-06-07","1862-06-07.xml"
"name","","","theCreek","Creek","1862-06-07","1862-06-07.xml"
"objectName","","","readable","mail","1862-06-07","1862-06-07.xml"
"placeName","","","judicial","Hanover Court house","1862-06-07","1862-06-07.xml"
"placeName","Corinth, Mississippi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl018","city","Corinth","1862-06-07","1862-06-07.xml"
"objectName","","","readable","letter","1862-06-07","1862-06-07.xml"
