element,key,ref,type,tagged_content,date,source_file
"name","","","Weather","clear and cool","1862-01-25","1862-01-25.xml"
"objectName","","","vehicle","Scout","1862-01-25","1862-01-25.xml"
"objectName","","","equipment","glass","1862-01-25","1862-01-25.xml"
"persName","","","","Northerner","1862-01-25","1862-01-25.xml"
"persName","","","","Admiral","1862-01-25","1862-01-25.xml"
"objectName","","","equipment","gun","1862-01-25","1862-01-25.xml"
"name","","","weather","sharp northern air","1862-01-25","1862-01-25.xml"
"objectName","","","food","bread","1862-01-25","1862-01-25.xml"
"objectName","","","food","butter","1862-01-25","1862-01-25.xml"
"objectName","","","","boats","1862-01-25","1862-01-25.xml"
"objectName","","","vehicle","tugs","1862-01-25","1862-01-25.xml"
"objectName","","","equipment","cards","1862-01-25","1862-01-25.xml"
"objectName","","","equipment","chess-board","1862-01-25","1862-01-25.xml"
"objectName","","","equipment","checkers","1862-01-25","1862-01-25.xml"
"persName","","","","Shorkly Adjutant","1862-01-25","1862-01-25.xml"
"persName","","","","Chaplain","1862-01-25","1862-01-25.xml"
"objectName","","","vehicle","ship","1862-01-25","1862-01-25.xml"
"objectName","","","equipment","bale of hay","1862-01-25","1862-01-25.xml"
"objectName","","","readables","instructions","1862-01-25","1862-01-25.xml"
"objectName","","","readables","regulations","1862-01-25","1862-01-25.xml"
