element,key,ref,type,tagged_content,date,source_file
"name","","","weather","fine day, though somewhat cold and windy","","1861-12-16.xml"
"placeName","","","","Court of Inquiry","","1861-12-16.xml"
"placeName","","","","House of Delegate","","1861-12-16.xml"
"placeName","Maryland","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl052","","Maryland","","1861-12-16.xml"
"placeName","Delaware","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl021","","Delaware","","1861-12-16.xml"
"placeName","Virginia","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl089","","Virginia","","1861-12-16.xml"
"persName","William Cameron","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper083","real","Cameron","","1861-12-16.xml"
"persName","William Cameron","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper083","","Cameron","","1861-12-16.xml"
"persName","Abraham Lincoln","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper136","","the President","","1861-12-16.xml"
"persName","William Cameron","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper083","real","Cameron","","1861-12-16.xml"
"placeName","Charleston, South Carolina","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnp0l15","","Charlestown","","1861-12-16.xml"
"placeName","","","","England","","1861-12-16.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","","1861-12-16.xml"
"persName","","","","Little","","1861-12-16.xml"
