element,key,ref,type,tagged_content,date,source_file
"name","","","weather","raining and the camp was wet and dreary.","","1861-11-23.xml"
"name","","","weather","","","1861-11-23.xml"
"placeName","","","","camp","","1861-11-23.xml"
"name","","","weather","wet and dreary","","1861-11-23.xml"
"name","","","Weather","rained","","1861-11-23.xml"
"objectName","","","weapon","muskets","","1861-11-23.xml"
"persName","Seth Housel","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper071","","Seth Housel","","1861-11-23.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","","1861-11-23.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","George Shorkley","","1861-11-23.xml"
"objectName","","","food","oyster pie","","1861-11-23.xml"
"objectName","","","","","","1861-11-23.xml"
