element,key,ref,type,tagged_content,date,source_file
"objectName","","","equipment","Cossack","","1862-02-11.xml"
"objectName","","","food","dinner","","1862-02-11.xml"
"objectName","","","equipment","baggage","","1862-02-11.xml"
"persName","","","captain","Capt Snyder","","1862-02-11.xml"
"orgName","","","organization","Company G","","1862-02-11.xml"
"objectName","","","","lungs","","1862-02-11.xml"
"persName","Henry Bentley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper098","real","Lt Henry","","1862-02-11.xml"
"persName","Capt. Picot","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper104","","Capt Picot","","1862-02-11.xml"
"persName","W.H. Worthington","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper080","real","Dr Worthington","","1862-02-11.xml"
"objectName","","","food","dinner","","1862-02-11.xml"
"persName","W.H. Worthington","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper080","real","Worthington","","1862-02-11.xml"
"objectName","","","","hair","","1862-02-11.xml"
