element,key,ref,type,tagged_content,date,source_file
"name","","","Weather","bright fine summer morning","","1862-04-07.xml"
"name","","","Weather","commenced raining","","1862-04-07.xml"
"name","","","Weather","rained","","1862-04-07.xml"
"objectName","","","","letters","","1862-04-07.xml"
"persName","John Blair Linn","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper051","real","John","","1862-04-07.xml"
"persName","Louisa","","","Louisa","","1862-04-07.xml"
"persName","","","","Jim Kelly's wife","","1862-04-07.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","","1862-04-07.xml"
"placeName","","","","down town","","1862-04-07.xml"
"name","","","Weather","rain come pouring down","","1862-04-07.xml"
