element,key,ref,type,tagged_content,date,source_file
"objectName","","","vehicle","boat","","1862-01-10.xml"
"name","","","Foggy","fog","","1862-01-10.xml"
"objectName","","","Equipment","engines","","1862-01-10.xml"
"placeName","Hampton Road Center","https://sws.geonames.org/7276160","","Hampton Roads","","1862-01-10.xml"
"objectName","","","Equipment","vessels","","1862-01-10.xml"
"placeName","Sewells Point","https://sws.geonames.org/4784950","","Sewells point","","1862-01-10.xml"
"placeName","Fort Monroe, Va.","http://viaf.org/viaf/126688669","","Fortress Monroe","","1862-01-10.xml"
"placeName","New York","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl061","","New York","","1862-01-10.xml"
"placeName","","","","New Brunswick","","1862-01-10.xml"
"objectName","","","","flag","","1862-01-10.xml"
"placeName","Sewells Point","https://sws.geonames.org/4784950","","Sewall's point.","","1862-01-10.xml"
"objectName","","","Equipment","poles","","1862-01-10.xml"
"objectName","","","Equipment","ropes","","1862-01-10.xml"
"placeName","","","","Sewall's point","","1862-01-10.xml"
"placeName","","","","Mount Washington","","1862-01-10.xml"
"placeName","Virginia","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl089","","Willoughby","","1862-01-10.xml"
"objectName","","","vehicle","boat.","","1862-01-10.xml"
"name","","","Smoky","smoky","","1862-01-10.xml"
"placeName","Lewisburg","","","home","","1862-01-10.xml"
"persName","Margery, Aunt","http://viaf.org/viaf/68693074","identifiable","Aunt Margery","","1862-01-10.xml"
"persName","Annie","http://www.wikidata.org/entity/Q566893","","Annie","","1862-01-10.xml"
"objectName","","","vehicle","gunboat","","1862-01-10.xml"
"placeName","Sewells Point","https://sws.geonames.org/4784950","","Sewalls point","","1862-01-10.xml"
"objectName","","","vehicle","watch-boat","","1862-01-10.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Lt Col Bell","","1862-01-10.xml"
"name","","","Foggy","foggy","","1862-01-10.xml"
"placeName","Virgina","https://sws.geonames.org/4784950","","Sewalls Point","","1862-01-10.xml"
"placeName","Annapolis, Md.","http://viaf.org/viaf/123791303","","Annapolis","","1862-01-10.xml"
"persName","","","identifiable","Hassenflug","","1862-01-10.xml"
"persName","Smith, John","http://vocab.getty.edu/ulan/500006468","","John Smith,","","1862-01-10.xml"
"persName","Blair","http://www.wikidata.org/entity/Q12785963","","Blair","","1862-01-10.xml"
