element,key,ref,type,tagged_content,date,source_file
"objectName","","","vehicle","""Guide""","","1862-04-17.xml"
"objectName","","","food","provision","","1862-04-17.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","","New Bern","","1862-04-17.xml"
"placeName","","","","Gen. Burnside's & Reno's headquarters","","1862-04-17.xml"
"name","","","weather","the day was very hot","","1862-04-17.xml"
"placeName","","","","wharf at the railroad depo","","1862-04-17.xml"
"objectName","","","vehicle","Neuse","","1862-04-17.xml"
"objectName","","","","Pilot-Boy","","1862-04-17.xml"
"objectName","","","","the Guide","","1862-04-17.xml"
"name","","","","The Guide","","1862-04-17.xml"
"objectName","","","","The Guide","","1862-04-17.xml"
"name","","","","Cossack","","1862-04-17.xml"
"objectName","","","","Cossack","","1862-04-17.xml"
"name","","","weather","between decks it is very hot","","1862-04-17.xml"
"persName","","","","Capt. Shawl","","1862-04-17.xml"
"objectName","","","","pipe","","1862-04-17.xml"
"placeName","Centreville, Maryland","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnp0l14","","Centreville","","1862-04-17.xml"
"placeName","Roanoke Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl076","","Roanoke","","1862-04-17.xml"
"placeName","Slocum Creek","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl079","","Slocum's Creek","","1862-04-17.xml"
"objectName","","","nature","mud","","1862-04-17.xml"
"objectName","","","equipment","hair matress","","1862-04-17.xml"
"name","","","weather","Toward morning it became cooler & I slept","","1862-04-17.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","","New Berne,","","1862-04-17.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","","New Berne","","1862-04-17.xml"
"placeName","Slocum Creek","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl079","","Slocum’s creek","","1862-04-17.xml"
"placeName","Ocracoke inlet","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl064","","Ocracoke inlet","","1862-04-17.xml"
"placeName","Port Royal","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl072","","Port Royal","","1862-04-17.xml"
"placeName","Hatteras Inlet","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl045","","Hatteras inlet","","1862-04-17.xml"
"placeName","Roanoke Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl076","","Roanoke Island","","1862-04-17.xml"
"objectName","","","vehicle","Massasoit","","1862-04-17.xml"
"objectName","","","vehicle","The Cossack","","1862-04-17.xml"
"orgName","","","","N.Y. 51, Mass. 21. 48 Penna","","1862-04-17.xml"
"placeName","","","","Lt. Col. Bell","","1862-04-17.xml"
"persName","Henry Miller","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper100","real","Gen-Court Martial","","1862-04-17.xml"
"persName","Capt. Mitchell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper132","","Capt. Mitchel","","1862-04-17.xml"
"orgName","","","","51 N.Y","","1862-04-17.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Lt. Col. Bell","","1862-04-17.xml"
"persName","Frank Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper102","","Gen. Reno","","1862-04-17.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","real","Burnside","","1862-04-17.xml"
"orgName","","","","Co. E. Capt Hassenplug’s Company","","1862-04-17.xml"
"placeName","","","","Harrisburg","","1862-04-17.xml"
"objectName","","","vehicle","ship","","1862-04-17.xml"
"persName","","","","The Capt","","1862-04-17.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Col","","1862-04-17.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","The Col","","1862-04-17.xml"
"persName","","","","the Cols","","1862-04-17.xml"
"persName","","","","The Capt","","1862-04-17.xml"
