element,key,ref,type,tagged_content,date,source_file
"name","","","weather","cold","1862-03-01","1862-03-01.xml"
"name","","","weather","clear","1862-03-01","1862-03-01.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Lt Shorkley","1862-03-01","1862-03-01.xml"
"objectName","","","building","wooden chimney","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","pipe holes","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","stove","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","pipe","1862-03-01","1862-03-01.xml"
"persName","Dick","","","Dick","1862-03-01","1862-03-01.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-03-01","1862-03-01.xml"
"objectName","","","body","elbow","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","stove","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","box of sand","1862-03-01","1862-03-01.xml"
"persName","Dick","","","Dick","1862-03-01","1862-03-01.xml"
"objectName","","","building","floor","1862-03-01","1862-03-01.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","stove","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","stove","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","shad","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","stove","1862-03-01","1862-03-01.xml"
"objectName","","","food","fish","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","stove","1862-03-01","1862-03-01.xml"
"objectName","","","abode","floor","1862-03-01","1862-03-01.xml"
"objectName","","","food","fat","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","book","1862-03-01","1862-03-01.xml"
"objectName","","","building","house","1862-03-01","1862-03-01.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-03-01","1862-03-01.xml"
"placeName","Fort Park","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl030","","Fort Park","1862-03-01","1862-03-01.xml"
"objectName","","","nature","beach","1862-03-01","1862-03-01.xml"
"objectName","","","nature","swamp","1862-03-01","1862-03-01.xml"
"objectName","","","nature","beach","1862-03-01","1862-03-01.xml"
"placeName","General Burnsides Headquarters","","headquarters","Gen Burnside's head quarters","1862-03-01","1862-03-01.xml"
"orgName","","","regiment","8th Conn","1862-03-01","1862-03-01.xml"
"placeName","Fort Russell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl033","","Ft Russel","1862-03-01","1862-03-01.xml"
"objectName","","","nature","trees","1862-03-01","1862-03-01.xml"
"objectName","","","nature","tree","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","cannon","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","24 pdr Dahlgren","1862-03-01","1862-03-01.xml"
"objectName","","","nature","wood","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","bullets","1862-03-01","1862-03-01.xml"
"objectName","","","nature","trees","1862-03-01","1862-03-01.xml"
"objectName","","","equipment","cannon balls","1862-03-01","1862-03-01.xml"
