element,key,ref,type,tagged_content,date,source_file
"name","","","weather","delightful day","1862-02-14","1862-02-14.xml"
"orgName","","","","Our Regiment","1862-02-14","1862-02-14.xml"
"objectName","","","","clothes","1862-02-14","1862-02-14.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-14","1862-02-14.xml"
"placeName","Fort Raleigh","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl108","","Ft Raleigh","1862-02-14","1862-02-14.xml"
"objectName","","","nature","trees","1862-02-14","1862-02-14.xml"
"objectName","","","","overgrown thicket","1862-02-14","1862-02-14.xml"
"persName","","","","Jim","1862-02-14","1862-02-14.xml"
"objectName","","","","ship","1862-02-14","1862-02-14.xml"
"objectName","","","equipment","ships","1862-02-14","1862-02-14.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-14","1862-02-14.xml"
"objectName","","","","mail","1862-02-14","1862-02-14.xml"
"persName","John Blair Linn","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper051","","John","1862-02-14","1862-02-14.xml"
"persName","Annie Catherine Linn","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper015","real","Annie","1862-02-14","1862-02-14.xml"
"objectName","","","","newspapers","1862-02-14","1862-02-14.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Lt Col Bell","1862-02-14","1862-02-14.xml"
"objectName","","","","corn","1862-02-14","1862-02-14.xml"
