element,key,ref,type,tagged_content,date,source_file
"name","","","weather","This was a delightful day","","1862-02-20.xml"
"placeName","","","nature","ashore","","1862-02-20.xml"
"persName","Capt. Bennet","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper091","real","Captain Bennet.","","1862-02-20.xml"
"orgName","","","","The prisoners","","1862-02-20.xml"
"orgName","","","doctors","surgeons","","1862-02-20.xml"
"objectName","","","nature","piles","","1862-02-20.xml"
"objectName","","","food","flour,","","1862-02-20.xml"
"objectName","","","food","hard bread","","1862-02-20.xml"
"objectName","","","food","food","","1862-02-20.xml"
"objectName","","","food","bread","","1862-02-20.xml"
"placeName","","","quarters","Reno's quarters","","1862-02-20.xml"
"placeName","","","","beach","","1862-02-20.xml"
"objectName","","","equipment","flag","","1862-02-20.xml"
"objectName","","","vehicle","ship.","","1862-02-20.xml"
"orgName","","","soldiers","my sick","","1862-02-20.xml"
"objectName","","","vehicle","Peabody.","","1862-02-20.xml"
"objectName","","","vehicle","Cossack","","1862-02-20.xml"
"objectName","","","equipment","anchor","","1862-02-20.xml"
"objectName","","","equipment","vessels","","1862-02-20.xml"
"placeName","","","","Island,","","1862-02-20.xml"
"objectName","","","vehicle","Peabody","","1862-02-20.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Gens Burnside","","1862-02-20.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Reno","","1862-02-20.xml"
"objectName","","","ship","Alice Price","","1862-02-20.xml"
"name","","","weather","The day was bright","","1862-02-20.xml"
"objectName","","","vehicle","tug Champion","","1862-02-20.xml"
"objectName","","","vehicle","Spaulding,","","1862-02-20.xml"
"objectName","","","vehicle","Peabody,","","1862-02-20.xml"
"objectName","","","vehicle","Admiral,","","1862-02-20.xml"
"objectName","","","vehicle","Cossack","","1862-02-20.xml"
"objectName","","","vehicle","New York.","","1862-02-20.xml"
"objectName","","","vehicle","Spaulding","","1862-02-20.xml"
"objectName","","","vehicle","Peabody","","1862-02-20.xml"
"orgName","","","soldiers","wounded","","1862-02-20.xml"
"orgName","","","soldiers","sick","","1862-02-20.xml"
"placeName","Pasquotank","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl066","","Pasquotonk river","","1862-02-20.xml"
"objectName","","","nature","dark pines,","","1862-02-20.xml"
"objectName","","","equipment","windmill","","1862-02-20.xml"
"objectName","","","equipment","windmills","","1862-02-20.xml"
"placeName","Elizabeth City","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl022","","Elizabeth City.","","1862-02-20.xml"
"placeName","","","place","plantations","","1862-02-20.xml"
"placeName","","","building","fine looking houses.","","1862-02-20.xml"
"objectName","","","nature","dark green pines,","","1862-02-20.xml"
"objectName","","","nature","pines.","","1862-02-20.xml"
"objectName","","","drink","water","","1862-02-20.xml"
"placeName","","","nature","shores","","1862-02-20.xml"
"placeName","","","nature","groves","","1862-02-20.xml"
"objectName","","","nature","tall yellow pine.","","1862-02-20.xml"
"placeName","","","buildings","tall brick buildings,","","1862-02-20.xml"
"objectName","","","equipment","mills,","","1862-02-20.xml"
"placeName","","","shore","on shore","","1862-02-20.xml"
"objectName","","","nature","tall pines.","","1862-02-20.xml"
"objectName","","","equipment","magazine","","1862-02-20.xml"
"placeName","","","shore","shore","","1862-02-20.xml"
"objectName","","","vehicle","gun boats,","","1862-02-20.xml"
"objectName","","","equipment","propeller","","1862-02-20.xml"
"objectName","","","ship","","","1862-02-20.xml"
"objectName","","","equipment","wheeler","","1862-02-20.xml"
"placeName","","","nature","shore","","1862-02-20.xml"
"name","","","weather","sunset was very beautiful","","1862-02-20.xml"
"objectName","","","nature","pines","","1862-02-20.xml"
"name","","","weather","summer it is brighter","","1862-02-20.xml"
"placeName","","","","a town","","1862-02-20.xml"
"placeName","","","buildings","houses & farms","","1862-02-20.xml"
"placeName","","","houses","fine looking houses,","","1862-02-20.xml"
"objectName","","","building","balconies","","1862-02-20.xml"
"orgName","","","doctors","Surgeons","","1862-02-20.xml"
"orgName","","","soldiers","army","","1862-02-20.xml"
