element,key,ref,type,tagged_content,date,source_file
"name","","","Weather","raw and chilly","","1862-03-31.xml"
"name","","","Weather","Then the sun came out","","1862-03-31.xml"
"name","","","Weather","very hot","","1862-03-31.xml"
"name","","","weather","chilly","","1862-03-31.xml"
"objectName","","","","ounce","","1862-03-31.xml"
"orgName","","","","the regular army","","1862-03-31.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Lt. Col. Bell.","","1862-03-31.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Gen Reno","","1862-03-31.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Gen Burnside","","1862-03-31.xml"
"orgName","","","","the army","","1862-03-31.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","real","Morris","","1862-03-31.xml"
"persName","Thomas Williams","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper079","","Capt. Williamson","","1862-03-31.xml"
"objectName","","","","fort","","1862-03-31.xml"
"objectName","","","","enclosed fort","","1862-03-31.xml"
"placeName","Trent River","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl083","","the Trent","","1862-03-31.xml"
"placeName","Neuse River","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl058","","the Neuse","","1862-03-31.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Lt. Shorkley","","1862-03-31.xml"
"persName","Daniel Bible","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper022","real","Bible","","1862-03-31.xml"
