element,key,ref,type,tagged_content,date,source_file
"persName","","","","brother","","1861-12-08.xml"
"objectName","","","other","white plate","","1861-12-08.xml"
"persName","","","","Dick r","","1861-12-08.xml"
"objectName","","","","white tablecloth","","1861-12-08.xml"
"objectName","","","food","turkey","","1861-12-08.xml"
"objectName","","","food","cranberry sauce","","1861-12-08.xml"
"objectName","","","food","beefsteak","","1861-12-08.xml"
"objectName","","","food","tomatoes","","1861-12-08.xml"
"objectName","","","food","pickles","","1861-12-08.xml"
"objectName","","","food","pound cake","","1861-12-08.xml"
"objectName","","","food","apples","","1861-12-08.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Col. Bell","","1861-12-08.xml"
"objectName","","","food","water,","","1861-12-08.xml"
"persName","","","","Dick","","1861-12-08.xml"
