element,key,ref,type,tagged_content,date,source_file
"persName","Col. Emory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper200","","Col Emory","","1862-05-17.xml"
"placeName","Trenton","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl084","","Trenton","","1862-05-17.xml"
"orgName","","","","Maryland Reg’t","","1862-05-17.xml"
"placeName","Pollocksville","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl071","","Pollockville","","1862-05-17.xml"
"persName","Col. Emory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper200","","Emory","","1862-05-17.xml"
"orgName","","","","22nd Maryland","","1862-05-17.xml"
"placeName","Pollocksville","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl071","","Pollockville.","","1862-05-17.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","","1862-05-17.xml"
"persName","Gen. Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Reno","","1862-05-17.xml"
"placeName","","","","21st Mass","","1862-05-17.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","","1862-05-17.xml"
