element,key,ref,type,tagged_content,date,source_file
"name","","","weather","hot","1862-06-22","1862-06-22.xml"
"name","","","weather","breeze","1862-06-22","1862-06-22.xml"
"persName","Col. George Schall","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper175","","Lt. George Shall","1862-06-22","1862-06-22.xml"
"objectName","","","readible","mails","1862-06-22","1862-06-22.xml"
"objectName","","","readible","letters","1862-06-22","1862-06-22.xml"
"persName","John Blair Linn","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper051","","John","1862-06-22","1862-06-22.xml"
"objectName","","","","papers","1862-06-22","1862-06-22.xml"
"orgName","","","company","Co A","1862-06-22","1862-06-22.xml"
"objectName","","","","$5","1862-06-22","1862-06-22.xml"
"objectName","","","equipment","arms","1862-06-22","1862-06-22.xml"
"objectName","","","equipment","accoutrements","1862-06-22","1862-06-22.xml"
"objectName","","","equipment","rifles","1862-06-22","1862-06-22.xml"
