element,key,ref,type,tagged_content,date,source_file
"objectName","","","readable","news","1862-03-10","1862-03-10.xml"
"placeName","Norfolk, VA","","","Norfolk","1862-03-10","1862-03-10.xml"
"objectName","","","readable","reports","1862-03-10","1862-03-10.xml"
"persName","Alcott","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper115","","Alcott","1862-03-10","1862-03-10.xml"
"placeName","Washington, D.C.","","Capital","Washington","1862-03-10","1862-03-10.xml"
"placeName","Newbern, NC","","City","Newbern","1862-03-10","1862-03-10.xml"
"objectName","","","vehicle","Northerner","1862-03-10","1862-03-10.xml"
"objectName","","","vehicle","gunboats","1862-03-10","1862-03-10.xml"
"persName","","","","Dr.","1862-03-10","1862-03-10.xml"
"persName","James A. Kelley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper045","real","Kelly","1862-03-10","1862-03-10.xml"
"objectName","","","clothing","clothes","1862-03-10","1862-03-10.xml"
"persName","","","","Surgeon","1862-03-10","1862-03-10.xml"
"persName","","","","Captain","1862-03-10","1862-03-10.xml"
"name","","","weather","The moon is shining tonight","1862-03-10","1862-03-10.xml"
