element,key,ref,type,tagged_content,date,source_file
"name","","","weather","snow","1862-01-06","1862-01-06.xml"
"name","","","weather","cold","1862-01-06","1862-01-06.xml"
"name","","","weather","blustering","1862-01-06","1862-01-06.xml"
"name","","","weather","sleeted","1862-01-06","1862-01-06.xml"
"objectName","","","nature","wood","1862-01-06","1862-01-06.xml"
"placeName","woods","","","woods","1862-01-06","1862-01-06.xml"
"objectName","","","nature","wood","1862-01-06","1862-01-06.xml"
"objectName","","","equipment","packages","1862-01-06","1862-01-06.xml"
"objectName","","","readable","money","1862-01-06","1862-01-06.xml"
"name","","","weather","snow","1862-01-06","1862-01-06.xml"
"placeName","","","camp","camp","1862-01-06","1862-01-06.xml"
"objectName","","","vehicle","truck","1862-01-06","1862-01-06.xml"
"objectName","","","equipment","boxes","1862-01-06","1862-01-06.xml"
"objectName","","","equipment","barrels","1862-01-06","1862-01-06.xml"
"objectName","","","packages","money packages","1862-01-06","1862-01-06.xml"
"objectName","","","food","crackers","1862-01-06","1862-01-06.xml"
"objectName","","","clothing","old shoes","1862-01-06","1862-01-06.xml"
"placeName","","","church","church","1862-01-06","1862-01-06.xml"
"orgName","","","","Companies C, A, K & L","1862-01-06","1862-01-06.xml"
"persName","Lt Col Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Lt Col Bell","1862-01-06","1862-01-06.xml"
"placeName","Washington Navy Yard","","","Navy Yard","1862-01-06","1862-01-06.xml"
"objectName","","","vehicle","steamer","1862-01-06","1862-01-06.xml"
"objectName","","","vehicle","steamer","1862-01-06","1862-01-06.xml"
"objectName","","","baggage","baggage","1862-01-06","1862-01-06.xml"
"objectName","","","drink","tea","1862-01-06","1862-01-06.xml"
"objectName","","","drink","liquor","1862-01-06","1862-01-06.xml"
"placeName","","","town","town","1862-01-06","1862-01-06.xml"
"objectName","","","vehicle","vessels","1862-01-06","1862-01-06.xml"
"objectName","","","funiture","table","1862-01-06","1862-01-06.xml"
"objectName","","","furniture","table","1862-01-06","1862-01-06.xml"
"objectName","","","readable","slips of paper","1862-01-06","1862-01-06.xml"
"objectName","","","drink","coffee","1862-01-06","1862-01-06.xml"
"objectName","","","food","ham","1862-01-06","1862-01-06.xml"
"objectName","","","drink","canteen","1862-01-06","1862-01-06.xml"
"objectName","","","drink","water","1862-01-06","1862-01-06.xml"
"persName","Richard Bell","","","Dick","1862-01-06","1862-01-06.xml"
"placeName","21st Mass 51st N.Y.","","","21st Mass 51st","1862-01-06","1862-01-06.xml"
"placeName","","","","51st Penna 19th New Jersey 1240 strong 69th New York.","1862-01-06","1862-01-06.xml"
"persName","Tom Grier","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Tom Grier","1862-01-06","1862-01-06.xml"
"persName","Gen Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Gen Reno","1862-01-06","1862-01-06.xml"
"persName","Seth","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Seth","1862-01-06","1862-01-06.xml"
"placeName","","","office","Express Office","1862-01-06","1862-01-06.xml"
"persName","Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Beaver","1862-01-06","1862-01-06.xml"
"objectName","","","package","package of money","1862-01-06","1862-01-06.xml"
"persName","Seth's","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Seth's","1862-01-06","1862-01-06.xml"
"objectName","","","clothing","knapsacks","1862-01-06","1862-01-06.xml"
"objectName","","","readable","portfolio","1862-01-06","1862-01-06.xml"
"objectName","","","readable","writing material","1862-01-06","1862-01-06.xml"
"objectName","","","","cigars","1862-01-06","1862-01-06.xml"
"objectName","","","furniture","blanket","1862-01-06","1862-01-06.xml"
"objectName","","","food","loaves of bread","1862-01-06","1862-01-06.xml"
"objectName","","","drink","coffee","1862-01-06","1862-01-06.xml"
"objectName","","","food","boiled ham","1862-01-06","1862-01-06.xml"
"objectName","","","equipment","camp chest","1862-01-06","1862-01-06.xml"
"objectName","","","food","butter","1862-01-06","1862-01-06.xml"
