element,key,ref,type,tagged_content,date,source_file
"name","","","weather","rained furiously","","1862-02-17.xml"
"objectName","","","","Cossack","","1862-02-17.xml"
"persName","","","","Adjt","","1862-02-17.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","","1862-02-17.xml"
"objectName","","","","baggage","","1862-02-17.xml"
"objectName","","","","go-cart","","1862-02-17.xml"
"objectName","","","","dinkie","","1862-02-17.xml"
"objectName","","","","Cossack","","1862-02-17.xml"
"persName","Connolly","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper129","real","Little Connolly","","1862-02-17.xml"
"persName","Charles Mallory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper019","","Mr Mallory","","1862-02-17.xml"
"persName","Charles Mallory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper019","real","Charles Mallory","","1862-02-17.xml"
"persName","Capt. Snyder","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper107","","Capt Snyder","","1862-02-17.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","","1862-02-17.xml"
"objectName","","","","surf boat","","1862-02-17.xml"
"objectName","","","","baggage","","1862-02-17.xml"
"objectName","","","equipment","Cossack","","1862-02-17.xml"
