element,key,ref,type,tagged_content,date,source_file
"name","","","weather","Clear.","1862-02-19","1862-02-19.xml"
"persName","Mr. Carpenter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper092","real","Mr Carpenter","1862-02-19","1862-02-19.xml"
"objectName","","","ship","the Picket,","1862-02-19","1862-02-19.xml"
"objectName","","","readable","mail","1862-02-19","1862-02-19.xml"
"placeName","Hatteras Inlet","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl045","city","Hatteras,","1862-02-19","1862-02-19.xml"
"placeName","","","headquarters","Gen. Burnsides headquarters","1862-02-19","1862-02-19.xml"
"objectName","","","nature","coal","1862-02-19","1862-02-19.xml"
"placeName","Fort Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl031","","Ft. Reno","1862-02-19","1862-02-19.xml"
"persName","","","officer","quarter master","1862-02-19","1862-02-19.xml"
"placeName","","","camp","camp","1862-02-19","1862-02-19.xml"
"orgName","","","soldiers","our sick","1862-02-19","1862-02-19.xml"
"placeName","","","","old quarters","1862-02-19","1862-02-19.xml"
"placeName","","","hospital","hospital","1862-02-19","1862-02-19.xml"
"placeName","","","","beach","1862-02-19","1862-02-19.xml"
"persName","","","person","grey headed darky","1862-02-19","1862-02-19.xml"
"placeName","","","","island","1862-02-19","1862-02-19.xml"
"objectName","","","equipment","high cart","1862-02-19","1862-02-19.xml"
"objectName","","","equipment","boxes","1862-02-19","1862-02-19.xml"
"objectName","","","equipment","barrels","1862-02-19","1862-02-19.xml"
"objectName","","","equipment","load","1862-02-19","1862-02-19.xml"
"persName","Thomas Bobst","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper074","","Bobst","1862-02-19","1862-02-19.xml"
"placeName","","","nature","shore","1862-02-19","1862-02-19.xml"
"persName","","","","Shorkley","1862-02-19","1862-02-19.xml"
"persName","","","friend","Shorkley","1862-02-19","1862-02-19.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","1862-02-19","1862-02-19.xml"
"persName","","","","Captain","1862-02-19","1862-02-19.xml"
"placeName","Croatan Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl110","","Croatan Island","1862-02-19","1862-02-19.xml"
"orgName","","","opposition","rebels","1862-02-19","1862-02-19.xml"
"objectName","","","vehicle","canal boats","1862-02-19","1862-02-19.xml"
"objectName","","","nature","sod","1862-02-19","1862-02-19.xml"
"orgName","","","people","a thousand darkies","1862-02-19","1862-02-19.xml"
"placeName","","","","island","1862-02-19","1862-02-19.xml"
"objectName","","","food","sweet potatoes","1862-02-19","1862-02-19.xml"
"objectName","","","drink","bottle of milk.","1862-02-19","1862-02-19.xml"
"orgName","","","sick","The sick","1862-02-19","1862-02-19.xml"
"orgName","","","","rebels","1862-02-19","1862-02-19.xml"
"placeName","Croatan Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl110","island","Croatan Island","1862-02-19","1862-02-19.xml"
"objectName","","","vehicle","gun boats","1862-02-19","1862-02-19.xml"
"objectName","","","cannon","cannon","1862-02-19","1862-02-19.xml"
"objectName","","","vehicle","boats,","1862-02-19","1862-02-19.xml"
"objectName","","","equipment","engine","1862-02-19","1862-02-19.xml"
"objectName","","","equipment","boiler","1862-02-19","1862-02-19.xml"
"objectName","","","vehicle","gun boat","1862-02-19","1862-02-19.xml"
