element,key,ref,type,tagged_content,date,source_file
"orgName","","","military","48th Penna","1862-06-12","1862-06-12.xml"
"objectName","","","readible","affidavits","1862-06-12","1862-06-12.xml"
"objectName","","","weather","sun","1862-06-12","1862-06-12.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-06-12","1862-06-12.xml"
"objectName","","","vehicle","Locamotive","1862-06-12","1862-06-12.xml"
"placeName","Beaufort","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl005","city","Beaufort","1862-06-12","1862-06-12.xml"
"objectName","","","equipment","bridge","1862-06-12","1862-06-12.xml"
"orgName","","","military","51st Camp","1862-06-12","1862-06-12.xml"
"orgName","","","military","Brigade","1862-06-12","1862-06-12.xml"
"persName","Col. Ferrero","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper169","","Ferrero","1862-06-12","1862-06-12.xml"
"persName","Foster","","general","Gen Foster","1862-06-12","1862-06-12.xml"
"persName","Edward Mauran","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper170","","Gen Mauran","1862-06-12","1862-06-12.xml"
"placeName","Rhode Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl105","state","Rhode Island","1862-06-12","1862-06-12.xml"
"objectName","","","equipment","sword","1862-06-12","1862-06-12.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Gen. Burnside","1862-06-12","1862-06-12.xml"
"orgName","","","government","Legislature of Rhode Island","1862-06-12","1862-06-12.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Gen Foster","1862-06-12","1862-06-12.xml"
"objectName","","","","horse","1862-06-12","1862-06-12.xml"
"objectName","","","clothing","pants","1862-06-12","1862-06-12.xml"
"orgName","","","military","brigade","1862-06-12","1862-06-12.xml"
"persName","Gen. David S. Stanley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper134","","Gen. Stanley","1862-06-12","1862-06-12.xml"
"persName","Lt. van Heusen","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper171","","Lt. Van Heusen","1862-06-12","1862-06-12.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-06-12","1862-06-12.xml"
"name","","","weather","Eclipse","1862-06-12","1862-06-12.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Lt Beaver","1862-06-12","1862-06-12.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-06-12","1862-06-12.xml"
"orgName","","","brotherhood","Masons","1862-06-12","1862-06-12.xml"
"persName","Dick Coulter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper025","","Dick","1862-06-12","1862-06-12.xml"
