element,key,ref,type,tagged_content,date,source_file
"name","","","weather","This was a bright fine day.","","1862-04-18.xml"
"placeName","","","","Island","","1862-04-18.xml"
"objectName","","","vehicle","Ocean Wave","","1862-04-18.xml"
"objectName","","","vehicle","Champion,","","1862-04-18.xml"
"objectName","","","vehicle","The Guide","","1862-04-18.xml"
"placeName","","","","light house","","1862-04-18.xml"
"objectName","","","","The Northerner","","1862-04-18.xml"
"objectName","","","","Picket","","1862-04-18.xml"
"objectName","","","","Phoenix","","1862-04-18.xml"
"objectName","","","","Massasoit","","1862-04-18.xml"
"objectName","","","","Ocean Wave","","1862-04-18.xml"
"objectName","","","","Pilot Boy","","1862-04-18.xml"
"objectName","","","","hooks","","1862-04-18.xml"
"orgName","","","","6th N.H. 9","","1862-04-18.xml"
"orgName","","","","89 N.Y, 21 Mass","","1862-04-18.xml"
"placeName","","","","The Phil.","","1862-04-18.xml"
"objectName","","","","guns","","1862-04-18.xml"
"placeName","","","","the Sound","","1862-04-18.xml"
"placeName","Elizabeth City","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl022","","Elizabeth City","","1862-04-18.xml"
"placeName","Grape Mills","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl040","","Grape Mills","","1862-04-18.xml"
"objectName","","","","locks","","1862-04-18.xml"
"objectName","","","","batteries","","1862-04-18.xml"
"orgName","","","","3rd Georgia","","1862-04-18.xml"
"orgName","","","","Lousiana Tigers","","1862-04-18.xml"
"persName","Henry Wise","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper040","real","Gen Wise","","1862-04-18.xml"
"placeName","","","","EC","","1862-04-18.xml"
"name","","","weather","The weather was warm but the wind makes it cool this evening.","","1862-04-18.xml"
