element,key,ref,type,tagged_content,date,source_file
"name","","","weather","A bright day, but much colder","","1861-12-21.xml"
"placeName","","","","Court of Inquiry","","1861-12-21.xml"
"persName","Col. Alberto Maggi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper163","","Maggi","","1861-12-21.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","real","Lt Col Monteil","","1861-12-21.xml"
"persName","William Albaugh","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper081","","Capt Allabaugh","","1861-12-21.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Capt Bell","","1861-12-21.xml"
"objectName","","","food","tea","","1861-12-21.xml"
"objectName","","","food","roast chicken","","1861-12-21.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Col Bell","","1861-12-21.xml"
"objectName","","","vehicle","transports","","1861-12-21.xml"
"persName","Gen. Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Gen Reno","","1861-12-21.xml"
"orgName","","","","Brigade","","1861-12-21.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Burnside","","1861-12-21.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","real","Foster","","1861-12-21.xml"
"persName","Frank Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper102","","Reno","","1861-12-21.xml"
"orgName","","","","West Point","","1861-12-21.xml"
"persName","John Hartranft","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper056","real","Col. Hartranft","","1861-12-21.xml"
"objectName","","","mail","letter","","1861-12-21.xml"
"orgName","","","","paymaster","","1861-12-21.xml"
"persName","Lt. Col. Robert B. Potter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper097","","Lt Col. Potter","","1861-12-21.xml"
"persName","","","","Bishop Potter","","1861-12-21.xml"
"orgName","","","","Episcopal Church","","1861-12-21.xml"
