element,key,ref,type,tagged_content,date,source_file
"placeName","repeated","","","the wood","1862-02-08","1862-02-08.xml"
"persName","","","","An officer","1862-02-08","1862-02-08.xml"
"persName","","","Colonel","my Col","1862-02-08","1862-02-08.xml"
"orgName","","","group","company of skirmishers","1862-02-08","1862-02-08.xml"
"persName","","","Sergeant","Sergt Etwine","1862-02-08","1862-02-08.xml"
"persName","repeated","","","The Col","1862-02-08","1862-02-08.xml"
"placeName","","","","the hospital","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","shell","1862-02-08","1862-02-08.xml"
"orgName","","","","our regiment","1862-02-08","1862-02-08.xml"
"orgName","","","","My company","1862-02-08","1862-02-08.xml"
"persName","","","","The Col","1862-02-08","1862-02-08.xml"
"orgName","","","group","The Rhode Island regiment","1862-02-08","1862-02-08.xml"
"persName","repeated","","","the Col","1862-02-08","1862-02-08.xml"
"objectName","","","nature","log","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","shell","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","bullets","1862-02-08","1862-02-08.xml"
"placeName","","","","the road","1862-02-08","1862-02-08.xml"
"orgName","","","company","Co D","1862-02-08","1862-02-08.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Lt. Col Bell","1862-02-08","1862-02-08.xml"
"objectName","","","nature","thicket","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","balls","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","shell","1862-02-08","1862-02-08.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Gen Reno","1862-02-08","1862-02-08.xml"
"placeName","repeated","","","the wood","1862-02-08","1862-02-08.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","real","John Morris","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","brass","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","balls","1862-02-08","1862-02-08.xml"
"objectName","","","nature","trees","1862-02-08","1862-02-08.xml"
"placeName","Great Dismal Swamp","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl041","","a swamp","1862-02-08","1862-02-08.xml"
"objectName","","","nature","pine tree","1862-02-08","1862-02-08.xml"
"placeName","Great Dismal Swamp","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl041","","the swamp","1862-02-08","1862-02-08.xml"
"placeName","Great Dismal Swamp","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl041","","The swamp","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","gauntlet","1862-02-08","1862-02-08.xml"
"placeName","","","","the ground","1862-02-08","1862-02-08.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-02-08","1862-02-08.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","1862-02-08","1862-02-08.xml"
"orgName","","","company","co. H","1862-02-08","1862-02-08.xml"
"persName","","","","Billy Allison","1862-02-08","1862-02-08.xml"
"persName","David Brewer","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper023","real","Brewer","1862-02-08","1862-02-08.xml"
"persName","William F. Campbell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper004","","Sergt Campbell","1862-02-08","1862-02-08.xml"
"persName","Charles Merrill","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper020","real","Charles Merrill","1862-02-08","1862-02-08.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-02-08","1862-02-08.xml"
"orgName","","","","the Rhode Islanders","1862-02-08","1862-02-08.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-08","1862-02-08.xml"
"objectName","","","nature","stump","1862-02-08","1862-02-08.xml"
"orgName","","","company","co. H","1862-02-08","1862-02-08.xml"
"persName","","","","the capt","1862-02-08","1862-02-08.xml"
"orgName","","","","The Rhode Islanders","1862-02-08","1862-02-08.xml"
"objectName","","","nature","tree","1862-02-08","1862-02-08.xml"
"persName","Charles Merrill","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper020","","Charles Merrill","1862-02-08","1862-02-08.xml"
"placeName","","","","Pine Swamp","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","musket","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","canteen","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","haversack","1862-02-08","1862-02-08.xml"
"persName","repeated","","","the Rhode Island","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","the battery","1862-02-08","1862-02-08.xml"
"placeName","","","","a pond","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","the battery","1862-02-08","1862-02-08.xml"
"orgName","","","","our regiment","1862-02-08","1862-02-08.xml"
"orgName","","","","the troops","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","guns","1862-02-08","1862-02-08.xml"
"placeName","","","","battery","1862-02-08","1862-02-08.xml"
"orgName","","","","the company","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","""the battery","1862-02-08","1862-02-08.xml"
"persName","Charles Mallory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper019","real","Mr. Mallory","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","the battery","1862-02-08","1862-02-08.xml"
"persName","","","","a handsome dark skinned man","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","pea jacket","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","fine underclothes","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","undershirt","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","waistband of his drawers","1862-02-08","1862-02-08.xml"
"persName","","","Lieutenant","Lt. Seldon","1862-02-08","1862-02-08.xml"
"persName","","","Doctor","Dr Seldon of Norfolk","1862-02-08","1862-02-08.xml"
"persName","Henry Shaw","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper038","real","Col. Shaw","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","gun","1862-02-08","1862-02-08.xml"
"persName","","","Colonel","Col Jordan","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","mine-ball","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","ball","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","hat","1862-02-08","1862-02-08.xml"
"persName","Lt. Col. Potter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper097","real","Lt. Col. Patter","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","sword","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","buttons","1862-02-08","1862-02-08.xml"
"persName","repeated","","","Seldon","1862-02-08","1862-02-08.xml"
"placeName","repeated","","","the swamp","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","cannon","1862-02-08","1862-02-08.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","real","Burnside","1862-02-08","1862-02-08.xml"
"placeName","","","","the fort","1862-02-08","1862-02-08.xml"
"name","","","weather","wet weather","1862-02-08","1862-02-08.xml"
"objectName","","","drink","coffee","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","cooking utensils","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","haversacks","1862-02-08","1862-02-08.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Reno","1862-02-08","1862-02-08.xml"
"objectName","","","drink","whiskey","1862-02-08","1862-02-08.xml"
"persName","Henry Shawl","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper039","real","Shawl","1862-02-08","1862-02-08.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Lt. Foster","1862-02-08","1862-02-08.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-08","1862-02-08.xml"
"placeName","","","","a crossroad","1862-02-08","1862-02-08.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-02-08","1862-02-08.xml"
"persName","C. Jennings Wise","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper017","real","Capt C. Jennings Wise","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","gum blanket","1862-02-08","1862-02-08.xml"
"placeName","","","","the battle field","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","knapsacks","1862-02-08","1862-02-08.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Gen. Foster","1862-02-08","1862-02-08.xml"
"objectName","","","vehicle","horseback","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","caps","1862-02-08","1862-02-08.xml"
"placeName","","","","a field","1862-02-08","1862-02-08.xml"
"orgName","","","","the grog gang","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","quarters","1862-02-08","1862-02-08.xml"
"placeName","","","","little town","1862-02-08","1862-02-08.xml"
"persName","","","Colonel","Col Upton","1862-02-08","1862-02-08.xml"
"objectName","","","clothing","boots","1862-02-08","1862-02-08.xml"
"placeName","","","","the cabin floor","1862-02-08","1862-02-08.xml"
"persName","Lord John Russell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper060","real","Col Russel","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","cannonball","1862-02-08","1862-02-08.xml"
"persName","Adam Henry","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper010","","Col. Capt Henry","1862-02-08","1862-02-08.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","real","Lt. Col Monteil","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","rifle","1862-02-08","1862-02-08.xml"
"persName","Frank Leslie","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper031","","Frank Leslie’s","1862-02-08","1862-02-08.xml"
"objectName","","","nature","stump","1862-02-08","1862-02-08.xml"
