element,key,ref,type,tagged_content,date,source_file
"name","","","weather","rained incessantly","1862-02-08","1862-02-08.xml"
"placeName","","","","the comfortable cabin","1862-02-08","1862-02-08.xml"
"objectName","","","ship","the Cossack","1862-02-08","1862-02-08.xml"
"placeName","","","","the porch of the house","1862-02-08","1862-02-08.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","1862-02-08","1862-02-08.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-02-08","1862-02-08.xml"
"orgName","","","group","our company","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","arms","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","arms","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","The alarm","1862-02-08","1862-02-08.xml"
"name","","","weather","drizzling rain","1862-02-08","1862-02-08.xml"
"orgName","","","","Our regiment","1862-02-08","1862-02-08.xml"
"orgName","","","group","company 73","1862-02-08","1862-02-08.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Reno","1862-02-08","1862-02-08.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Burnside","1862-02-08","1862-02-08.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","friend","Morris","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","sword","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","steel scabbard","1862-02-08","1862-02-08.xml"
"objectName","","","vehicle","horses","1862-02-08","1862-02-08.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","sword","1862-02-08","1862-02-08.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","real","Lt. Col Monteil","1862-02-08","1862-02-08.xml"
"placeName","","","","the field","1862-02-08","1862-02-08.xml"
"placeName","","","","the house","1862-02-08","1862-02-08.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Foster","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","pickets","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","artillery","1862-02-08","1862-02-08.xml"
"persName","","","","the head of our brigade","1862-02-08","1862-02-08.xml"
"orgName","","","","our regiment","1862-02-08","1862-02-08.xml"
"objectName","","","nature","wagon track","1862-02-08","1862-02-08.xml"
"objectName","","","nature","thickets","1862-02-08","1862-02-08.xml"
"objectName","","","nature","low pines","1862-02-08","1862-02-08.xml"
"objectName","","","nature","bushes","1862-02-08","1862-02-08.xml"
"persName","","","","","1862-02-08","1862-02-08.xml"
"persName","","","","","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","mill","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","shell","1862-02-08","1862-02-08.xml"
"objectName","","","equipment","bullet","1862-02-08","1862-02-08.xml"
