element,key,ref,type,tagged_content,date,source_file
"placeName","Pasquotank","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl066","","Pasquotank","","1862-04-19.xml"
"placeName","","","","lighthouse","","1862-04-19.xml"
"persName","","","","pilot","","1862-04-19.xml"
"placeName","","","","the landing place,","","1862-04-19.xml"
"placeName","Elizabeth City","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl022","","Elizabeth City.","","1862-04-19.xml"
"orgName","","","","The three regiments","","1862-04-19.xml"
"objectName","","","ship","gunboats","","1862-04-19.xml"
"objectName","","","","boats","","1862-04-19.xml"
"placeName","","","","shore","","1862-04-19.xml"
"objectName","","","","boats","","1862-04-19.xml"
"objectName","","","","boots","","1862-04-19.xml"
"objectName","","","","stockings","","1862-04-19.xml"
"orgName","","","","9th N.Y.","","1862-04-19.xml"
"orgName","","","","89th N.Y.","","1862-04-19.xml"
"orgName","","","","6th N.H.","","1862-04-19.xml"
"orgName","","","","51st Penna","","1862-04-19.xml"
"orgName","","","","21st Mass.","","1862-04-19.xml"
"objectName","","","","wagons","","1862-04-19.xml"
"objectName","","","","cannon","","1862-04-19.xml"
"persName","Oliver Otis Howard","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper142","","Col. Howard","","1862-04-19.xml"
"orgName","","","","21st Mass.","","1862-04-19.xml"
"placeName","Currituck Courthouse","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl116","","Currituck Court House","","1862-04-19.xml"
"objectName","","","","brick","","1862-04-19.xml"
"placeName","","","","jail","","1862-04-19.xml"
"placeName","","","","houses","","1862-04-19.xml"
"placeName","","","","houses","","1862-04-19.xml"
"objectName","","","","handboard","","1862-04-19.xml"
"objectName","","","","river bridge","","1862-04-19.xml"
"objectName","","","","road","","1862-04-19.xml"
"orgName","","","","the 21st","","1862-04-19.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","","1862-04-19.xml"
"objectName","","","","road","","1862-04-19.xml"
"objectName","","","","bridge","","1862-04-19.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","real","Morris","","1862-04-19.xml"
"objectName","","","","cannon","","1862-04-19.xml"
"objectName","","","","ball","","1862-04-19.xml"
"placeName","","","","field","","1862-04-19.xml"
"objectName","","","","canister","","1862-04-19.xml"
"placeName","","","","field","","1862-04-19.xml"
"objectName","","","","canister","","1862-04-19.xml"
"objectName","","","","balls","","1862-04-19.xml"
"placeName","","","","field","","1862-04-19.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","","1862-04-19.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","","1862-04-19.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Lt. Col. Bell.","","1862-04-19.xml"
"placeName","","","","woods","","1862-04-19.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Col. Bell","","1862-04-19.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Lt. Beaver","","1862-04-19.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","","1862-04-19.xml"
"placeName","","","","woods","","1862-04-19.xml"
"orgName","","","","The rebels","","1862-04-19.xml"
"objectName","","","","canister","","1862-04-19.xml"
"placeName","","","","houses","","1862-04-19.xml"
"objectName","","","","fences","","1862-04-19.xml"
"orgName","","","","the rebels’","","1862-04-19.xml"
"objectName","","","","cannon","","1862-04-19.xml"
"placeName","","","","field","","1862-04-19.xml"
"name","","","weather","It began to rain very fiercely,","","1862-04-19.xml"
"objectName","","","","road","","1862-04-19.xml"
"objectName","","","","drains","","1862-04-19.xml"
"objectName","","","","fence","","1862-04-19.xml"
"objectName","","","","road","","1862-04-19.xml"
"objectName","","","","rails","","1862-04-19.xml"
"objectName","","","","coffee","","1862-04-19.xml"
"placeName","","","","woods","","1862-04-19.xml"
"objectName","","","","fence","","1862-04-19.xml"
"placeName","","","","the hospital of the Zouaves","","1862-04-19.xml"
"persName","Lanig","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper151","","Lanig","","1862-04-19.xml"
"placeName","","","","hospital","","1862-04-19.xml"
"placeName","","","","hospital","","1862-04-19.xml"
"objectName","","","","flag","","1862-04-19.xml"
"objectName","","","","glasses","","1862-04-19.xml"
"orgName","","","","Co. E","","1862-04-19.xml"
"objectName","","","","cannon","","1862-04-19.xml"
"persName","Lt. Lanig","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper151","","Lanig","","1862-04-19.xml"
"objectName","","","","ball","","1862-04-19.xml"
