element,key,ref,type,tagged_content,date,source_file
"name","","","weather","storm","1862-02-28","1862-02-28.xml"
"name","","","weather","bright","1862-02-28","1862-02-28.xml"
"name","","","weather","beautiful","1862-02-28","1862-02-28.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-28","1862-02-28.xml"
"placeName","Roanoke Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl076","","island","1862-02-28","1862-02-28.xml"
"objectName","","","building","house","1862-02-28","1862-02-28.xml"
"objectName","","","equipment","fire","1862-02-28","1862-02-28.xml"
"objectName","","","building","floor","1862-02-28","1862-02-28.xml"
"placeName","Roanoke Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl076","","island","1862-02-28","1862-02-28.xml"
"objectName","","","body","eyes","1862-02-28","1862-02-28.xml"
"objectName","","","food","butter","1862-02-28","1862-02-28.xml"
"objectName","","","food","rice","1862-02-28","1862-02-28.xml"
"orgName","","","","commissary","1862-02-28","1862-02-28.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Lt Reno","1862-02-28","1862-02-28.xml"
"objectName","","","equipment","ball","1862-02-28","1862-02-28.xml"
"name","","","weather","cold","1862-02-28","1862-02-28.xml"
