element,key,ref,type,tagged_content,date,source_file
"placeName","","","","lighthouse","1862-04-21","1862-04-21.xml"
"placeName","Roanoke Island","https://sws.geonames.org/4488228","","Roanoke Island","1862-04-21","1862-04-21.xml"
"objectName","","","","tug","1862-04-21","1862-04-21.xml"
"objectName","","","","the Massasoit","1862-04-21","1862-04-21.xml"
"objectName","","","","boats","1862-04-21","1862-04-21.xml"
"persName","Stitzer","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper152","","Stitser","1862-04-21","1862-04-21.xml"
"orgName","","","","Company E","1862-04-21","1862-04-21.xml"
"placeName","","","","the battlefield","1862-04-21","1862-04-21.xml"
"persName","H. Co'y McCormick","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper153","real","McCormick","1862-04-21","1862-04-21.xml"
"objectName","","","","boat","1862-04-21","1862-04-21.xml"
"persName","Jacob Buskirk","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper041","real","Buskirk","1862-04-21","1862-04-21.xml"
"persName","Lt. Lanig","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper151","","Lanig","1862-04-21","1862-04-21.xml"
"name","","","weather","the sound of being rough & raining fiercely,","1862-04-21","1862-04-21.xml"
"placeName","","","","corn field","1862-04-21","1862-04-21.xml"
"placeName","Elizabeth City","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl022","","Elizabeth City","1862-04-21","1862-04-21.xml"
"name","","","weather","it was not always our luck to have as bright and sunny a day as we have now.","1862-04-21","1862-04-21.xml"
"objectName","","","","beehives","1862-04-21","1862-04-21.xml"
"placeName","","","","road","1862-04-21","1862-04-21.xml"
"objectName","","","","flag","1862-04-21","1862-04-21.xml"
"persName","Peter Koser","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper067","","Peter Koser","1862-04-21","1862-04-21.xml"
"persName","Charles Merrill","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper020","real","Chas Merrill","1862-04-21","1862-04-21.xml"
"objectName","","","","mud","1862-04-21","1862-04-21.xml"
"objectName","","","","bar","1862-04-21","1862-04-21.xml"
"objectName","","","","rifle","1862-04-21","1862-04-21.xml"
"objectName","","","","arms","1862-04-21","1862-04-21.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-04-21","1862-04-21.xml"
"objectName","","","","cartridge box","1862-04-21","1862-04-21.xml"
"objectName","","","","rifle","1862-04-21","1862-04-21.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Lt Shorkley","1862-04-21","1862-04-21.xml"
"orgName","","","","21 Mass","1862-04-21","1862-04-21.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Lt Beaver","1862-04-21","1862-04-21.xml"
"persName","Gen. Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Gen Reno","1862-04-21","1862-04-21.xml"
"objectName","","","","flag","1862-04-21","1862-04-21.xml"
"orgName","","","","the rebels","1862-04-21","1862-04-21.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","","New Berne","1862-04-21","1862-04-21.xml"
"persName","Warden","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper159","real","Warden","1862-04-21","1862-04-21.xml"
"objectName","","","","Tribune","1862-04-21","1862-04-21.xml"
"objectName","","","","papers","1862-04-21","1862-04-21.xml"
"persName","H. Co'y McCormick","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper153","","McCormick","1862-04-21","1862-04-21.xml"
"placeName","","","","camp","1862-04-21","1862-04-21.xml"
