element,key,ref,type,tagged_content,date,source_file
"placeName","Washington N.C","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl090","","town","1862-05-31","1862-05-31.xml"
"orgName","","","","division","1862-05-31","1862-05-31.xml"
"placeName","","","Camp","48th Camp at the Bridge","1862-05-31","1862-05-31.xml"
"name","","","weather","raining furiously","1862-05-31","1862-05-31.xml"
"placeName","Washington N.C","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl090","","town","1862-05-31","1862-05-31.xml"
"persName","Capt. Mitchell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper132","real","Capt. Mitchell","1862-05-31","1862-05-31.xml"
"persName","Lt. Van Buren","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper135","","Lt. Van Buren","1862-05-31","1862-05-31.xml"
"persName","Gov. Stanley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper134","real","Gov Stanley","1862-05-31","1862-05-31.xml"
"persName","Gov. Stanley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper134","real","Stanley","1862-05-31","1862-05-31.xml"
"objectName","","","body","sandy gray hair","1862-05-31","1862-05-31.xml"
"persName","Capt. Mitchell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper132","","the Capt","1862-05-31","1862-05-31.xml"
"orgName","","","Camp","51 N.Y.","1862-05-31","1862-05-31.xml"
"orgName","","","Union","Reg't","1862-05-31","1862-05-31.xml"
"name","","","weather","Hot and tiresome","1862-05-31","1862-05-31.xml"
"persName","Capt. McChesney","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper120","real","Capt. McChesney","1862-05-31","1862-05-31.xml"
"persName","Capt. Mitchell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper132","","Capt. Mitchell","1862-05-31","1862-05-31.xml"
"persName","Capt. McChesney","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper120","real","Capt McChesney","1862-05-31","1862-05-31.xml"
"objectName","","","drink","drink of whiskey","1862-05-31","1862-05-31.xml"
"objectName","","","drink","flask","1862-05-31","1862-05-31.xml"
"placeName","","","State","New Jersey","1862-05-31","1862-05-31.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Gov, Burnside","1862-05-31","1862-05-31.xml"
"orgName","","","","staff","1862-05-31","1862-05-31.xml"
"name","","","weather","hot march home - everybody hot & tired","1862-05-31","1862-05-31.xml"
"objectName","","","clothing","hats","1862-05-31","1862-05-31.xml"
