element,key,ref,type,tagged_content,date,source_file
"name","","","Weather","bright lovely morning","","1862-01-20.xml"
"name","","","Weather","summer day","","1862-01-20.xml"
"objectName","","","Vehicle","Patuxent","","1862-01-20.xml"
"objectName","","","vehicle","Cossack","","1862-01-20.xml"
"persName","","","Reno","Gen Reno","","1862-01-20.xml"
"objectName","","","Vehicle","Patuxent","","1862-01-20.xml"
"objectName","","","vehicle","Cossack","","1862-01-20.xml"
"objectName","","","vehicle","Scout","","1862-01-20.xml"
"persName","","","","Pilot boy","","1862-01-20.xml"
"persName","","","","Captain Bennet","","1862-01-20.xml"
"objectName","","","vehicle","Patuxent's","","1862-01-20.xml"
"persName","","","","Bennet","","1862-01-20.xml"
"objectName","","","nature","water","","1862-01-20.xml"
"objectName","","","nature","water","","1862-01-20.xml"
"objectName","","","vehicle","Scout","","1862-01-20.xml"
"persName","","","","Morris","","1862-01-20.xml"
"placeName","","","Town","Yorktown","","1862-01-20.xml"
"objectName","","","vehicle","schooners","","1862-01-20.xml"
"placeName","","","Island","Roanoke Island.","","1862-01-20.xml"
"objectName","","","vehicle","ship","","1862-01-20.xml"
"objectName","","","","ships","","1862-01-20.xml"
"persName","","","","Lt. Col. Potter","","1862-01-20.xml"
"persName","","","","Maj. Legendre","","1862-01-20.xml"
"orgName","","","Company","N.Y. 51st","","1862-01-20.xml"
"persName","","","Bennett","Captain","","1862-01-20.xml"
