element,key,ref,type,tagged_content,date,source_file
"objectName","","","","baggage","","1862-04-04.xml"
"objectName","","","","shore","","1862-04-04.xml"
"placeName","","","","camp","","1862-04-04.xml"
"placeName","","","","camp","","1862-04-04.xml"
"placeName","","","","the west end of the town.","","1862-04-04.xml"
"orgName","","","","The first Brigade","","1862-04-04.xml"
"orgName","","","","21st Mass","","1862-04-04.xml"
"orgName","","","","2nd Maryland","","1862-04-04.xml"
"placeName","","","","rear of the fort","","1862-04-04.xml"
"objectName","","","","western Bastions","","1862-04-04.xml"
"objectName","","","","Cannon","","1862-04-04.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Gen Reno","","1862-04-04.xml"
"name","","","Weather","dry","","1862-04-04.xml"
"objectName","","","","sand","","1862-04-04.xml"
"objectName","","","","fences","","1862-04-04.xml"
"orgName","","","","our Regiment","","1862-04-04.xml"
"persName","John Hartranft","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper056","real","Col. Hastraupt","","1862-04-04.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","","1862-04-04.xml"
"placeName","","","","down town","","1862-04-04.xml"
"objectName","","","","trees","","1862-04-04.xml"
"objectName","","","","old houses","","1862-04-04.xml"
"objectName","","","","Peach trees","","1862-04-04.xml"
"objectName","","","","blossoms","","1862-04-04.xml"
"objectName","","","","buds","","1862-04-04.xml"
"objectName","","","","trees","","1862-04-04.xml"
