element,key,ref,type,tagged_content,date,source_file
"name","","","Weather","bright bracing day","","1862-01-26.xml"
"name","","","Weather","the late storm","","1862-01-26.xml"
"name","","","Weather","the bright sunshine","","1862-01-26.xml"
"objectName","","","","the wild geese and ducks","","1862-01-26.xml"
"objectName","","","","sea gulls","","1862-01-26.xml"
"name","","","Weather","fresh morning breeze","","1862-01-26.xml"
"objectName","","","","Admiral","","1862-01-26.xml"
"orgName","","","","[Ward's?] 62","","1862-01-26.xml"
"placeName","","","","wreck of the gun boat Zouave","","1862-01-26.xml"
"placeName","wreck of the gun boat Zouave","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml","","wreck of the gun boat Zouave","","1862-01-26.xml"
"objectName","","","","our boat","","1862-01-26.xml"
"persName","","","","Mr Glott","","1862-01-26.xml"
"persName","Mr Glott","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Mr Glott","","1862-01-26.xml"
"persName","","","","Rodamel","","1862-01-26.xml"
"persName","Rodamel","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","real","Rodamel","","1862-01-26.xml"
"persName","","","","Shorkley","","1862-01-26.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","","1862-01-26.xml"
"objectName","","","","first cutter","","1862-01-26.xml"
"objectName","","","","Sutlers Schooner","","1862-01-26.xml"
"name","","","Weather","the air was fresh enough to be bracing","","1862-01-26.xml"
"objectName","","","","the boat","","1862-01-26.xml"
"placeName","","","","the channel","","1862-01-26.xml"
"placeName","the channel","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml","","the channel","","1862-01-26.xml"
"objectName","","","","the vessels so familiar to us","","1862-01-26.xml"
"placeName","","","","wrecked Zouave","","1862-01-26.xml"
"placeName","wrecked Zouave","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml","","wrecked Zouave","","1862-01-26.xml"
"objectName","","","","Scout","","1862-01-26.xml"
"objectName","","","","the vessels","","1862-01-26.xml"
"placeName","","","","sound","","1862-01-26.xml"
"placeName","Pamlico Sound","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl065","","sound","","1862-01-26.xml"
"objectName","","","","Sutlers' boat","","1862-01-26.xml"
"objectName","","","","Northerner","","1862-01-26.xml"
"objectName","","","","Cossack","","1862-01-26.xml"
"persName","","","","Markley","","1862-01-26.xml"
"persName","Samuel Markley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper070","real","Markley","","1862-01-26.xml"
"orgName","","","","Baltimore American","","1862-01-26.xml"
"placeName","","","","Goldsboro","","1862-01-26.xml"
"placeName","Goldsboro","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml","","Goldsboro","","1862-01-26.xml"
"placeName","","","","Newbern","","1862-01-26.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","","Newbern","","1862-01-26.xml"
"objectName","","","","one of the southern papers","","1862-01-26.xml"
"orgName","","","","Burnside's fleet","","1862-01-26.xml"
"placeName","","","","Pamlico sound","","1862-01-26.xml"
"placeName","Pamlico Sound","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl065","","Pamlico sound","","1862-01-26.xml"
"placeName","","","","Roanoke Island","","1862-01-26.xml"
"placeName","Roanoke Island","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl076","","Roanoke Island","","1862-01-26.xml"
"placeName","","","","Newbern","","1862-01-26.xml"
"placeName","New Berne","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl059","","Newbern","","1862-01-26.xml"
"objectName","","","","thirty ships","","1862-01-26.xml"
"objectName","","","","transports","","1862-01-26.xml"
"objectName","","","","gun boats","","1862-01-26.xml"
"objectName","","","","schooners","","1862-01-26.xml"
"persName","","","","Mitchel","","1862-01-26.xml"
"persName","Capt. Mitchell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper132","","Mitchel","","1862-01-26.xml"
