element,key,ref,type,tagged_content,date,source_file
"objectName","","","","scr.","","1862-02-0.xml"
"persName","Trail Stubs","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper161","","Trail Stubs","","1862-02-0.xml"
"persName","Peter Mc W. Davis","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper162","","Peter Mc W. Davis","","1862-02-0.xml"
"persName","Thomas Blay","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper073","","Thoms. Blay","","1862-02-0.xml"
"persName","Thomas Bulger","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper075","","Thomas Bulger","","1862-02-0.xml"
"persName","Lewis Longereau","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper063","real","Lewis Longereau","","1862-02-0.xml"
"orgName","","","","Beaufort County Plow boys of the 7th Reg N.C. State Troops","","1862-02-0.xml"
"persName","","","","Maj. Hall","","1862-02-0.xml"
"placeName","Middleton Heights","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl055","","Middleton","","1862-02-0.xml"
"placeName","Hyde County","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl047","","Hyde Co","","1862-02-0.xml"
"persName","Thomas Bulger","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper075","real","Bulger","","1862-02-0.xml"
"orgName","","","","3rd Artillery U.S.S","","1862-02-0.xml"
"persName","","","","Maj Anderson","","1862-02-0.xml"
"placeName","Fort Sumter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl035","","Ft Sumpter","","1862-02-0.xml"
"placeName","","","","Stone Inlet","","1862-02-0.xml"
"placeName","North Carolina","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl063","","N.C.","","1862-02-0.xml"
"objectName","","","","cornbread","","1862-02-0.xml"
"objectName","","","","pork","","1862-02-0.xml"
"objectName","","","","tea","","1862-02-0.xml"
"objectName","","","","coffee","","1862-02-0.xml"
"objectName","","","","Tree","","1862-02-0.xml"
"objectName","","","","leaves","","1862-02-0.xml"
"persName","","","","Maj. Hall","","1862-02-0.xml"
"name","","","weather","Last night it rained","","1862-02-0.xml"
"objectName","","","","ship","","1862-02-0.xml"
"objectName","","","","boat","","1862-02-0.xml"
"objectName","","","","dirt","","1862-02-0.xml"
"persName","","","","Capt Snyder","","1862-02-0.xml"
"objectName","","","","boat","","1862-02-0.xml"
"persName","Henry Bentley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper098","","Reporter Bently","","1862-02-0.xml"
"objectName","","","","bed","","1862-02-0.xml"
"objectName","","","","boat","","1862-02-0.xml"
"persName","Capt. Snyder","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper107","real","Capt Snyder","","1862-02-0.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkly","","1862-02-0.xml"
"persName","Jacob Santo","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper043","real","Santo","","1862-02-0.xml"
"persName","Dr. Noble","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper130","","Dr Noble","","1862-02-0.xml"
"persName","Alcott","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper115","","Alcott","","1862-02-0.xml"
"persName","Lionel Jobert D'Epineuil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper064","real","D'Epineuil","","1862-02-0.xml"
"placeName","Fort Monroe","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl037","","Fortress Monroe","","1862-02-0.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","","Lt Col Monteil","","1862-02-0.xml"
"name","","","weather","It cleared of beautifully this evening, but the barometer indicated a blow","","1862-02-0.xml"
