element,key,ref,type,tagged_content,date,source_file
"name","","","weather","A bright pleasant day","1862-05-29","1862-05-29.xml"
"objectName","","","readable","mail","1862-05-29","1862-05-29.xml"
"objectName","","","readable","papers","1862-05-29","1862-05-29.xml"
"orgName","","","confederates","rebel","1862-05-29","1862-05-29.xml"
"persName","","","Banks","Banks","1862-05-29","1862-05-29.xml"
"objectName","","","readable","paper","1862-05-29","1862-05-29.xml"
"persName","","","Col.Kenly","Col. Kenly","1862-05-29","1862-05-29.xml"
"orgName","","","Confederate","1st Maryland","1862-05-29","1862-05-29.xml"
"persName","","","Banks","Banks","1862-05-29","1862-05-29.xml"
"orgName","","","Union","Reg’t","1862-05-29","1862-05-29.xml"
"persName","Daniel Bible","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper022","real","Adjt. Bible","1862-05-29","1862-05-29.xml"
"persName","","","Bible","He","1862-05-29","1862-05-29.xml"
"persName","","","Bible","He","1862-05-29","1862-05-29.xml"
"orgName","","","regiment","us","1862-05-29","1862-05-29.xml"
"objectName","","","readable","acts","1862-05-29","1862-05-29.xml"
"orgName","","","Military","refutation of the 51st","1862-05-29","1862-05-29.xml"
"persName","","","Bible","He","1862-05-29","1862-05-29.xml"
"persName","","","","old Brower of Norristown","1862-05-29","1862-05-29.xml"
"placeName","","","","Norristown","1862-05-29","1862-05-29.xml"
"objectName","","","equipment","sword","1862-05-29","1862-05-29.xml"
"persName","","","Jones","Jones","1862-05-29","1862-05-29.xml"
"objectName","","","readable","letter","1862-05-29","1862-05-29.xml"
"persName","","","John","John","1862-05-29","1862-05-29.xml"
"persName","","","Personnel","May Husburgh","1862-05-29","1862-05-29.xml"
"persName","","","Lineweaver","Lineweaver","1862-05-29","1862-05-29.xml"
"orgName","","","Church","M H’s church at Lebanon","1862-05-29","1862-05-29.xml"
"placeName","Pennsylvania","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl067","Lebanon","Lebanon","1862-05-29","1862-05-29.xml"
"placeName","","","","house","1862-05-29","1862-05-29.xml"
"persName","","","John","John","1862-05-29","1862-05-29.xml"
"persName","Thomas Grier","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper076","real","Tom Grier","1862-05-29","1862-05-29.xml"
"persName","Edward Stanly","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper027","","Gov. Stanly","1862-05-29","1862-05-29.xml"
"orgName","","","School","Colyers night schools","1862-05-29","1862-05-29.xml"
"objectName","","","equipment","knife","1862-05-29","1862-05-29.xml"
"objectName","","","body","gut","1862-05-29","1862-05-29.xml"
"persName","","","Abe","old Abes","1862-05-29","1862-05-29.xml"
"persName","","","Phelps","Phelps","1862-05-29","1862-05-29.xml"
"persName","","","Hunter","Hunter","1862-05-29","1862-05-29.xml"
"orgName","","","Military","17 Mass","1862-05-29","1862-05-29.xml"
"orgName","","","Military","1st Division","1862-05-29","1862-05-29.xml"
