element,key,ref,type,tagged_content,date,source_file
"placeName","","","","camp","","1861-12-03.xml"
"placeName","St. John’s College","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl080","","St. John’s College","","1861-12-03.xml"
"placeName","Annapolis, MD","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl002","","Annapolis","","1861-12-03.xml"
"objectName","","","food","water","","1861-12-03.xml"
"persName","Jeremiah Miller","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper048","","Jeremiah Miller,","","1861-12-03.xml"
"orgName","","","","company","","1861-12-03.xml"
"placeName","Annapolis, MD","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl002","","Annapolis","","1861-12-03.xml"
"name","","","weather","The day was bright and fine though somewhat cold.","","1861-12-03.xml"
"objectName","","","equipment","tents","","1861-12-03.xml"
"objectName","","","equpiment","wall-tents","","1861-12-03.xml"
"objectName","","","equpiment","tent","","1861-12-03.xml"
"persName","Dick Coulter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper025","","Dick’s quarters","","1861-12-03.xml"
"objectName","","","equipment","sheet iron cook stove","","1861-12-03.xml"
"objectName","","","equpiment","tent","","1861-12-03.xml"
"persName","William Cameron","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper083","","Will Cameron","","1861-12-03.xml"
