element,key,ref,type,tagged_content,date,source_file
"orgName","","","","Our men","","1862-02-18.xml"
"objectName","","","equipment","arms","","1862-02-18.xml"
"objectName","","","equipment","racks","","1862-02-18.xml"
"objectName","","","vehicle","ships","","1862-02-18.xml"
"persName","Capt. Snyder","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper107","real","Capt Snyder","","1862-02-18.xml"
"placeName","","","nature","ashore","","1862-02-18.xml"
"persName","James A. Kelley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper045","real","Kelly","","1862-02-18.xml"
"orgName","","","surgeons","Two surgeons,","","1862-02-18.xml"
"orgName","","","","rebels","","1862-02-18.xml"
"orgName","","","","prisoners","","1862-02-18.xml"
"objectName","","","vehicle","deck","","1862-02-18.xml"
"placeName","","","","ladies cabin","","1862-02-18.xml"
"placeName","","","hospital","hospital","","1862-02-18.xml"
"objectName","","","ship","Dinky","","1862-02-18.xml"
"orgName","","","wounded","50 or 60 wounded","","1862-02-18.xml"
"orgName","","","","prisoners","","1862-02-18.xml"
"name","","","","rebel doctor ","","1862-02-18.xml"
"persName","","","","gentlemanly fellow,","","1862-02-18.xml"
"objectName","","","ship","Dinky","","1862-02-18.xml"
"persName","Capt. Thomas Chamberlain","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper101","","Chambers,","","1862-02-18.xml"
"name","","","weather","was cold.","","1862-02-18.xml"
"orgName","","","","soldiers","","1862-02-18.xml"
"placeName","","","waterway","channel","","1862-02-18.xml"
"orgName","","","","D'Epineuil Zouves","","1862-02-18.xml"
"placeName","","","","battle field","","1862-02-18.xml"
"objectName","","","ship","prison ship.","","1862-02-18.xml"
"objectName","","","equipment","bed pans","","1862-02-18.xml"
"placeName","Elizabeth City","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl022","","Elizabeth City","","1862-02-18.xml"
"persName","Thomas Grier","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper076","real","Tom Grier","","1862-02-18.xml"
