element,key,ref,type,tagged_content,date,source_file
"name","","","Weather","warmer day than yesterday","1862-01-21","1862-01-21.xml"
"name","","","Weather","no winter","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","Patuxent","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","Pioneer","1862-01-21","1862-01-21.xml"
"orgName","","","company","N.Y. 51st","1862-01-21","1862-01-21.xml"
"objectName","","","Ship","The Union","1862-01-21","1862-01-21.xml"
"objectName","","","","Union","1862-01-21","1862-01-21.xml"
"objectName","","","equipment","gunboat","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","Patuxent","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","the Eagle","1862-01-21","1862-01-21.xml"
"objectName","","","nature","water","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","schooner","1862-01-21","1862-01-21.xml"
"persName","","","","Beaver","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","vessels","1862-01-21","1862-01-21.xml"
"objectName","","","vehicle","Cossack","1862-01-21","1862-01-21.xml"
