element,key,ref,type,tagged_content,date,source_file
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","real","Lt Morris","","1862-04-13.xml"
"orgName","","","","New York 51st","","1862-04-13.xml"
"placeName","Trent River","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl083","","Trent","","1862-04-13.xml"
"placeName","Pollocksville","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl071","","Pollocksville","","1862-04-13.xml"
"persName","","","","Gen.","","1862-04-13.xml"
"persName","Lt. Col. Edwin Shall","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper039","real","Lt Cols'","","1862-04-13.xml"
"objectName","","","food","breakfast","","1862-04-13.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","","1862-04-13.xml"
"objectName","","","nature","the river","","1862-04-13.xml"
"objectName","","","vehicle","The Ocean Wave","","1862-04-13.xml"
"objectName","","","vehicle","Vidette","","1862-04-13.xml"
"persName","","","","Mr Schell","","1862-04-13.xml"
"persName","Gen. Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Gen Reno","","1862-04-13.xml"
"persName","Dr. Cutter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper124","real","Dr Cutter","","1862-04-13.xml"
"orgName","","","","2nd Maryland","","1862-04-13.xml"
"objectName","","","nature","the river","","1862-04-13.xml"
"placeName","Pollocksville","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl071","","Pollockville","","1862-04-13.xml"
"persName","","","","[Baron?] Egglestein","","1862-04-13.xml"
"orgName","","","","N.Y. 3rd","","1862-04-13.xml"
"persName","","","","Baras?","","1862-04-13.xml"
"placeName","","","","the bridge","","1862-04-13.xml"
"objectName","","","equipment","a horse","","1862-04-13.xml"
"objectName","","","furniture","coffin","","1862-04-13.xml"
"objectName","","","equipment","buggy","","1862-04-13.xml"
"objectName","","","vehicle","buggy","","1862-04-13.xml"
"objectName","","","readible","a pass","","1862-04-13.xml"
"objectName","","","body","the body","","1862-04-13.xml"
"persName","Thomas Grier","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper076","real","Tom Grier","","1862-04-13.xml"
"objectName","","","nature","big [pine?] trees","","1862-04-13.xml"
"objectName","","","equipment","bullet","","1862-04-13.xml"
"objectName","","","nature","trees","","1862-04-13.xml"
"placeName","Corinth, Mississippi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl018","","Corinth","","1862-04-13.xml"
"orgName","","","","rebels","","1862-04-13.xml"
"persName","Albert Sidney Johnson","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper011","","Gen Albert Sidney Johnston","","1862-04-13.xml"
"persName","","","","Beauregard","","1862-04-13.xml"
"placeName","Corinth, Mississippi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl018","","Mississippi valley","","1862-04-13.xml"
