element,key,ref,type,tagged_content,date,source_file
"objectName","","","weather","blowed fearfully","","1862-01-14.xml"
"objectName","","","vehicle","Picke","","1862-01-14.xml"
"persName","","","","Burnside","","1862-01-14.xml"
"persName","","","","Ives","","1862-01-14.xml"
"objectName","","","weather","The surf is so bad","","1862-01-14.xml"
"objectName","","","food","meat","","1862-01-14.xml"
"persName","","","","Capt. Blair","","1862-01-14.xml"
"persName","","","","Blair","","1862-01-14.xml"
"placeName","","","","Tyrone","","1862-01-14.xml"
"placeName","","","","Tyrone","","1862-01-14.xml"
"placeName","","","","Harrisburg","","1862-01-14.xml"
"persName","","","","Blair's","","1862-01-14.xml"
"persName","","","","Blair","","1862-01-14.xml"
"placeName","","","","Camp Union","","1862-01-14.xml"
"persName","","","","Blair","","1862-01-14.xml"
"objectName","","","weather","wind has blown stormily","","1862-01-14.xml"
"placeName","","","","City of New York","","1862-01-14.xml"
"objectName","","","food","soft bread","","1862-01-14.xml"
"objectName","","","food","pea soup","","1862-01-14.xml"
"objectName","","","food","butter","","1862-01-14.xml"
"objectName","","","equipment","knife","","1862-01-14.xml"
"objectName","","","food","hard bread","","1862-01-14.xml"
"objectName","","","food","cooked rice","","1862-01-14.xml"
"objectName","","","drink","tea","","1862-01-14.xml"
"placeName","","","","Hatteras Inlet","","1862-01-14.xml"
"objectName","","","food","rice","","1862-01-14.xml"
"objectName","","","drink","milk","","1862-01-14.xml"
"objectName","","","drink","water","","1862-01-14.xml"
"objectName","","","food","butter","","1862-01-14.xml"
"objectName","","","food","hard bread","","1862-01-14.xml"
"objectName","","","drink","tea","","1862-01-14.xml"
"objectName","","","food","rice","","1862-01-14.xml"
"objectName","","","food","salt","","1862-01-14.xml"
"objectName","","","food","sugar","","1862-01-14.xml"
"persName","","","","Commisary Shorkley","","1862-01-14.xml"
"placeName","","","","Roanoke Island","","1862-01-14.xml"
"objectName","","","weather","The surf ran so high","","1862-01-14.xml"
