element,key,ref,type,tagged_content,date,source_file
"objectName","","","","surf boat","","1862-01-11.xml"
"placeName","","","","Fortress","","1862-01-11.xml"
"objectName","","","clothing","uniform light blue","","1862-01-11.xml"
"objectName","","","equipment","Union Gun","","1862-01-11.xml"
"objectName","","","","guns","","1862-01-11.xml"
"placeName","","","","Camp Hamilton","","1862-01-11.xml"
"persName","","","","Capt. Cook","","1862-01-11.xml"
"objectName","","","vehicle","vessel","","1862-01-11.xml"
"persName","","","","Blair","","1862-01-11.xml"
"persName","","","","Mallory.","","1862-01-11.xml"
"persName","","","","Blair","","1862-01-11.xml"
"objectName","","","vehicle","""Scout""","","1862-01-11.xml"
"objectName","","","vehicle","Brig","","1862-01-11.xml"
"placeName","","","","James River?","","1862-01-11.xml"
"persName","","","","Lt. Reno","","1862-01-11.xml"
"persName","","","","Rodamel","","1862-01-11.xml"
"placeName","","","","James River","","1862-01-11.xml"
"persName","","","","Bently","","1862-01-11.xml"
"placeName","","","","Lynhaven Bay","","1862-01-11.xml"
"placeName","","","","Norfolk","","1862-01-11.xml"
"persName","","","","Beaver","","1862-01-11.xml"
"placeName","","","","Savannah","","1862-01-11.xml"
