element,key,ref,type,tagged_content,date,source_file
"name","","","weather","foggy","1862-12-15","1862-01-15.xml"
"objectName","","","Vehicle","""City of New York""","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boats","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boats","1862-12-15","1862-01-15.xml"
"persName","Dr. John Hossack","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper088","","Dr Hossack","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","Schooner","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boats","1862-12-15","1862-01-15.xml"
"persName","Capt. Bennet","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper091","","Captain Bennet","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat,","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","Brig","1862-12-15","1862-01-15.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Capt Bell's","1862-12-15","1862-01-15.xml"
"persName","Capt. Bennet","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper091","","Capt Bennet","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","The City of New York""","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","muskets","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","rifles","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","ammunition","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","hay","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","shot and shell","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","baggage","1862-12-15","1862-01-15.xml"
"persName","","","","Nye","1862-12-15","1862-01-15.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley,","1862-12-15","1862-01-15.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-12-15","1862-01-15.xml"
"persName","","","","Jones","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"persName","Cuffy","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper114","","Cubby?","1862-12-15","1862-01-15.xml"
"objectName","","","food","tobacco","1862-12-15","1862-01-15.xml"
"objectName","","","nature","shells","1862-12-15","1862-01-15.xml"
"persName","Thomas Williams","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper079","real","Gen Williams","1862-12-15","1862-01-15.xml"
"placeName","Fort Hatteras","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl027","","Fort Hatteras","1862-12-15","1862-01-15.xml"
"objectName","","","nature","sods","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","barrels","1862-12-15","1862-01-15.xml"
"objectName","","","nature","sand","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","steam engine","1862-12-15","1862-01-15.xml"
"objectName","","","drink","fresh water","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","gun","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","schooners","1862-12-15","1862-01-15.xml"
"objectName","","","equipment","masts","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"objectName","","","nature","hillock of sand","1862-12-15","1862-01-15.xml"
"name","","","weather","storms","1862-12-15","1862-01-15.xml"
"name","","","weather","winds","1862-12-15","1862-01-15.xml"
"persName","","","","ninth New York 48th Penna","1862-12-15","1862-01-15.xml"
"persName","","","","Company C. 1st N.H.","1862-12-15","1862-01-15.xml"
"orgName","","","","Company C. 1st N.H.","1862-12-15","1862-01-15.xml"
"placeName","Fort Clark","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl023","","Fort Clark","1862-12-15","1862-01-15.xml"
"placeName","Camp Bull","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl009","","Camp Bull","1862-12-15","1862-01-15.xml"
"orgName","","","","New Hampshire Regt","1862-12-15","1862-01-15.xml"
"orgName","","","","9th N.Y.","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","1862-12-15","1862-01-15.xml"
"placeName","Annapolis, MD","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl002","","Annapolis.","1862-12-15","1862-01-15.xml"
"persName","Capt. Neal","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper089","","Capt. Neal","1862-12-15","1862-01-15.xml"
"persName","Col. Allen","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper090","","Col. Allen","1862-12-15","1862-01-15.xml"
"orgName","","","","9th New Jersey","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","ship","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","the Highlander,","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","the Highlander","1862-12-15","1862-01-15.xml"
"objectName","","","clothing","coats","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","City of New York","1862-12-15","1862-01-15.xml"
"objectName","","","vehicle","boat","1862-12-15","1862-01-15.xml"
