element,key,ref,type,tagged_content,date,source_file
"name","","","weather","fine day","1862-06-27","1862-06-27.xml"
"name","","","weather","hot","1862-06-27","1862-06-27.xml"
"objectName","","","equipment","bugle","1862-06-27","1862-06-27.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Capt. Bell","1862-06-27","1862-06-27.xml"
"objectName","","","equipment","shells","1862-06-27","1862-06-27.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-06-27","1862-06-27.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","1862-06-27","1862-06-27.xml"
"objectName","","","packages","mail","1862-06-27","1862-06-27.xml"
"placeName","Norfolk, Virginia","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl062","","Norfolk","1862-06-27","1862-06-27.xml"
"objectName","","","readables","papers","1862-06-27","1862-06-27.xml"
"objectName","","","readables","letters","1862-06-27","1862-06-27.xml"
"placeName","New York","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl061","","New York","1862-06-27","1862-06-27.xml"
"objectName","","","readables","paper","1862-06-27","1862-06-27.xml"
"orgName","","","","Orwig and Haus","1862-06-27","1862-06-27.xml"
"placeName","Mifflinburg, PA","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl119","","Mifflinburg","1862-06-27","1862-06-27.xml"
