element,key,ref,type,tagged_content,date,source_file
"placeName","camp union","","Military","Camp Union","","1862-01-01.xml"
"placeName","Annapolis MD","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml","","Annapolis MD","","1862-01-01.xml"
"name","","","weather","warm fine day","","1862-01-01.xml"
"objectName","","","clothing","caps","","1862-01-01.xml"
"name","","","weather","exceedingly windy","","1862-01-01.xml"
"objectName","","","equipment","tent","","1862-01-01.xml"
"orgName","","","company","company","","1862-01-01.xml"
"persName","","","","the Captain","","1862-01-01.xml"
"persName","Dick Langly","","servent","Dick Langly","","1862-01-01.xml"
"persName","","","","Wilter","","1862-01-01.xml"
"persName","","","","Beur","","1862-01-01.xml"
"persName","Nyhart","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Nyhart","","1862-01-01.xml"
"persName","Campbel","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Campbel","","1862-01-01.xml"
"persName","Allison","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Allison","","1862-01-01.xml"
"persName","John Dawson","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","John Dawson","","1862-01-01.xml"
"orgName","","","company","company's","","1862-01-01.xml"
"persName","Campbell","","chaplain","Campbell","","1862-01-01.xml"
"persName","commodore","","","Stewart","","1862-01-01.xml"
"persName","Adjutant","","","Phillips","","1862-01-01.xml"
"persName","","","","Phillips","","1862-01-01.xml"
"persName","","","","Stewart","","1862-01-01.xml"
"objectName","","","readable","letter","","1862-01-01.xml"
"persName","Annie","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Annie","","1862-01-01.xml"
"persName","Amelia Dansen","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Amelia Dansen","","1862-01-01.xml"
"persName","George","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","George","","1862-01-01.xml"
