element,key,ref,type,tagged_content,date,source_file
"persName","Charles Mallory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper019","real","Mr. Mallory","1862-06-01","1862-06-01.xml"
"objectName","","","nature","pines","1862-06-01","1862-06-01.xml"
"name","","","weather","it was excessively hot","1862-06-01","1862-06-01.xml"
"objectName","","","equipment","tent","1862-06-01","1862-06-01.xml"
"objectName","","","nature","wood ticks","1862-06-01","1862-06-01.xml"
"objectName","","","nature","reddish brown bug","1862-06-01","1862-06-01.xml"
"objectName","","","nature","bed bug","1862-06-01","1862-06-01.xml"
"objectName","","","nature/body","nipper","1862-06-01","1862-06-01.xml"
"objectName","","","body","flesh","1862-06-01","1862-06-01.xml"
"objectName","","","nature/body","nipper","1862-06-01","1862-06-01.xml"
"objectName","","","nature","alligators","1862-06-01","1862-06-01.xml"
"placeName","Slocum Creek","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_gazetteer.xml#linnpl079","creek","creek","1862-06-01","1862-06-01.xml"
"placeName","","","","cypress swamps","1862-06-01","1862-06-01.xml"
