element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","Col. Hartranft","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Col. Hartranft","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Col Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Col Bell","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Gen Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Gen Reno","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Col Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Col Bell","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","the Col","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Lt Col","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Gen Hatch","","","The Gen","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","John Morris","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Gen Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Gen Reno","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Gen Hatch","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Gen Hatch","","Saturday 28.","1861-12-28_0_0_0_0_0_0_0_0_0_0_0_0.xml"
