element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","","","","Lt Col Bell","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","real","Lt Col Bell","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Lt Col Bell","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Gib","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","James Gibson","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper047","","Gib","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Shorkley","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Charley Kline","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Charles Kline","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper150","","Charley Kline","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Muncy","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","real","Muncy","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Muncy","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml","","Muncy","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Capt Snyder","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Capt. Snyder","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper107","","Capt Snyder","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Capt","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Capt. Snyder","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper107","","Capt","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","woman","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","baby","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Coachman","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Chas McGregor","","","1862-01-27_0_0_0_0_0_0_0_0_0_0.xml"
