element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","Col. Alberto Maggi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper163","","Maggi","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","real","Lt Col Monteil","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","William Albaugh","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper081","","Capt Allabaugh","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Capt Bell","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","Col Bell","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Gen. Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Gen Reno","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Burnside","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","real","Foster","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Frank Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper102","","Reno","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","John Hartranft","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper056","real","Col. Hartranft","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","Lt. Col. Robert B. Potter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper097","","Lt Col. Potter","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
"persName","","","","Bishop Potter","","Saturday 21st","1861-12-21_0_0_0_0_0_0_0.xml"
