element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","Charles Mallory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper019","real","Rev Mallory","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","Thomas Grier","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper076","real","Tom Grier","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","Thomas Grier","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper076","real","Tom","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Margaret Carroll","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Charles Carroll","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Matthew Tilghman","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Rebecca","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Daniel Pulaney","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Col. Walter Smith","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","William Bladen","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Benjamin Tasker Jun.","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
"persName","","","","Benjamin Tasker","","December 22 Sunday 22. 1861.","1861-12-22_0_0_0_0_0_0.xml"
