element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Lt Shorkley","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Dick","","","Dick","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Dick","","","Dick","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Hayman","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper160","","Hayman","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Lt. Goodwin","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper138","real","Lieut Goodwin","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jeremiah W Morse","","sergeant","Jeremiah W Morse","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jeremiah Morse","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper049","real","Jeremiah W Morse","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Alcott","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper115","","Alcott","1862-03-01","Saturday March 1st 1862.","1862-03-01_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
