element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","","","Colonel","my Col","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Sergt. Etwine","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper113","real","Sergt Etwine","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","repeated","","","The Col","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","The Col","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","repeated","","","the Col","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Lt. Col Bell","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Gen Reno","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","real","John Morris","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","William Allison","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper082","","Billy Allison","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","David Brewer","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper023","real","Brewer","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","William F. Campbell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper004","","Sergt Campbell","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Charles Merrill","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper020","real","Charles Merrill","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","","Shorkley","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","the capt","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Charles Merrill","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper020","","Charles Merrill","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","repeated","","","the Rhode Island","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Charles Mallory","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper019","real","Mr. Mallory","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","a handsome dark skinned man","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Lt. Seldon","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper105","","Lt. Seldon","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Dr Seldon","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Henry Shaw","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper038","real","Col. Shaw","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Col. Jordan","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper122","real","Col Jordan","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Lt. Col. Potter","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper097","real","Lt. Col. Patter","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Lt. Seldon","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper105","real","Seldon","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","real","Burnside","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","","Reno","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Henry Shawl","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper039","real","Shawl","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Lt. Foster","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","real","Beaver","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","C. Jennings Wise","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper017","real","Capt C. Jennings Wise","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Gen. Foster","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","Colonel","Col Upton","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Lord John Russell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper060","real","Col Russel","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Adam Henry","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper010","","Col. Capt Henry","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","real","Lt. Col Monteil","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Frank Leslie","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper031","","Frank Leslie’s","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
