element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","George Shorkley","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper002","real","Shorkley","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jacob G. Beaver","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper003","","Beaver","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Jesse Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper086","real","Reno","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","","Burnside","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","friend","Morris","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Morris","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper057","","Morris","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","Joseph Antoine Viguier De Monteil","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper061","real","Lt. Col Monteil","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","","Foster","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","the head of our brigade","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","Rengler","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
"persName","","","","An officer","1862-02-08","Saturday 8.","1862-02-08_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0.xml"
