element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","John Foster","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper055","real","Lt. Foster","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","John Blair Linn","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper051","","John","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","","","","Em Hayes","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","John Hummel","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper177","","Hummel","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","Lt. Lanig","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper151","","Lanig","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","","","","Old Christ","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","","","","John Miller","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","John Miller","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper176","","Miller","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
"persName","Charley Shriner","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper178","","Charley Shriner","1862-06-28","Saturday 28.","1862-06-28_0_0_0_0_0_0.xml"
