element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","","","","Pilot-Boy","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","","","","Capt. Shawl","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Henry Miller","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper100","real","Gen-Court Martial","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Capt. Mitchell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper132","","Capt. Mitchel","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Lt. Col. Bell","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Frank Reno","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper102","","Gen. Reno","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Ambrose Burnside","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper008","real","Burnside","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","","","","The Capt","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","real","Col","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","Thomas Bell","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper072","","The Col","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","","","","the Cols","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
"persName","","","","The Capt","","Thursday April 17. 1862","1862-04-17_0_0_0_1_0_0_0.xml"
