element,key,ref,type,tagged_content,date_when,date_label,source_file
"persName","","","","Capt. Gilmore","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","Maj. Cantel.","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","Col. Alberto Maggi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper163","","Maggi","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","Maj. Legendre","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper121","","Maj. Legendre","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","Maj. Cantel","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","Col. Alberto Maggi","https://raw.githubusercontent.com/BucknellDSC/jmlinn/refs/heads/main/jmlinn_personography.xml#jmlper163","","Maggi","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","Lt. Col.","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","Ge Foster","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","officer","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","by Capt. Fowler's","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","officer","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
"persName","","","","Gen Burnside","","Camp Union, Near Annapolis December 13 Friday. 1861.","1861-12-13_0_0_0_0_0_0_0_0_1.xml"
